g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P00011,PAX2,167409,8616,PAX-2,PAX2-related papillorenal syndrome,120330,MONDO:0007352,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000003; HP:0000006; HP:0000076; HP:0000085; HP:0000089; HP:0000093; HP:0000407; HP:0000480; HP:0000518; HP:0000533; HP:0000541; HP:0000568; HP:0000588; HP:0000608; HP:0000787; HP:0000969; HP:0001144; HP:0001249; HP:0001250; HP:0002171; HP:0003774; HP:0004712; HP:0007099; HP:0011509; HP:0012019,11093271; 11461952; 2644560; 3377002; 7795640; 9106533; 9760197,10466411; 10533062; 10599670; 10916073; 11168927; 11241473; 11390716; 11581073; 11730657; 11826030; 12140054; 12470164; 12660411; 14521546; 14566649; 15652857; 15808183; 16049068; 16148630; 16971658; 17269592; 17403695; 17541647; 18512081; 18609495; 19839859; 19954729; 20075965; 20358591; 20591936; 20714122; 20828237; 21108633; 21151632; 21285886; 21380624; 21654726; 21696512; 22213154; 22350371; 22361651; 22581475; 22660956; 23539225; 23686327; 23703240; 23966757; 24032291; 24676634; 25257335; 26571382; 27226968; 27293569; 28820764; 29054766; 29339962; 30241513; 31001663; 31060108; 31538321; 31692565; 32164334; 32203253; 32776440; 33067217; 33363218; 33623695; 33746522; 33945118; 33997468; 34057964; 34217267; 34285019; 34696790; 34889688; 34906559; 34908837; 35087773; 35444690; 35574290; 35790137; 36249605; 36835576; 37479424; 37628926; 38060109; 38139322; 38338714; 38467926; 39076761; 39235128; 39842896; 39994403; 40229647; 40282888; 40515469; 40572647; 40582774; 8588587; 9132492,DD; Eye,,2015-07-22 16:14:08+00:00,
G2P00012,FGFR3,134934,3690,ACH; CD333; CEK2; JTK4,FGFR3-related lacrimo-auriculo-dento-digital syndrome (LADD),620192,MONDO:0859577,monoallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000006; HP:0000104; HP:0000198; HP:0000217; HP:0000316; HP:0000337; HP:0000378; HP:0000410; HP:0000494; HP:0000579; HP:0000620; HP:0000629; HP:0000668; HP:0000670; HP:0000680; HP:0000974; HP:0001092; HP:0001233; HP:0001245; HP:0002984; HP:0003022; HP:0003974; HP:0004209; HP:0005707; HP:0006297; HP:0007656; HP:0007732; HP:0007892; HP:0007900; HP:0008743; HP:0009462; HP:0009740; HP:0009741; HP:0009944; HP:0010055; HP:0011065; HP:0100258; HP:0100583,16501574; 28483234,10868910; 16871865; 17992550; 19863897; 24136083; 32227640; 35535755; 35793999; 35870793; 37128991; 9580776; 9598741,DD; Eye; Skeletal,,2024-08-22 18:59:21+00:00,
G2P00013,ADAR,146920,225,ADAR1; DRADA; G1P1; IFI4,ADAR-related dyschromatosis symmetrica hereditaria,127400,MONDO:0007483,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0003593; HP:0007441,12916015; 15146470; 16133458; 16536805; 16817193; 16935814; 17478391; 17680540; 25468572; 27747905,15347341; 15659327; 15955093; 16086746; 16215765; 16882194; 16917490; 17021765; 17033168; 17225010; 18243666; 18331298; 18705826; 18799292; 20069304; 20169444; 20186421; 20300939; 20430589; 20439151; 20586835; 21083709; 21933234; 22077581; 22336994; 22821605; 22974014; 23075647; 23315877; 23336285; 23621649; 24065641; 24261734; 24433377; 24446047; 24673593; 25189252; 25763870; 25900931; 25982145; 26802932; 27040761; 27230815; 27814417; 28139822; 28393185; 28502085; 28502110; 28833649; 29321362; 29400290; 29536976; 29775506; 30378542; 30692041; 31320745; 31423758; 32593192; 32911246; 33289110; 34418169; 39383586,DD,,2025-01-21 16:26:07+00:00,
G2P00014,FEZF1,613301,22788,ZNF312B,FEZF1-related hypogonadotropic hypogonadism with or without anosmia,616030,MONDO:0014461,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,,25192046,26680571; 32400067,DD,,2015-07-22 16:14:09+00:00,
G2P00015,FLNB,603381,3755,ABP-278; FH1; FLN1L; LRS1; TABP; TAP,FLNB-related spondylocarpotarsal synostosis syndrome,272460,MONDO:0010094,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000107; HP:0000175; HP:0000283; HP:0000316; HP:0000384; HP:0000410; HP:0000455; HP:0000470; HP:0000518; HP:0001763; HP:0002091; HP:0002644; HP:0002650; HP:0002656; HP:0002750; HP:0002948; HP:0003196; HP:0003305; HP:0003307; HP:0003311; HP:0003422; HP:0003521; HP:0004209; HP:0006297; HP:0007703; HP:0008368; HP:0008456; HP:0009702,14991055; 18257094; 18386804; 29566257; 33407338; 33916386; 37781000,22354125; 28739045; 30796325; 31218223; 36140791; 38743867,DD; Eye; Skeletal,,2023-05-24 09:07:25+00:00,
G2P00016,NAA10,300013,18704,ARD1; ARD1A; DXS707; TE2,NAA10-related nonspecific severe intellectual disability,,MONDO:0100124,monoallelic_X_heterozygous,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,,25099252,26522270; 29558889; 29748569; 30054457; 31127942; 32027362; 32973342; 35039925; 39012200; 40204117; 40304357,DD,,2015-07-22 16:14:09+00:00,
G2P00017,MOGS,601336,24862,CWH41; DER7; GCS1,MOGS-related congenital disorder of glycosylation,606056,MONDO:0011629,biallelic_autosomal,,strong,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000007; HP:0000218; HP:0000269; HP:0000278; HP:0000445; HP:0000527; HP:0000581; HP:0001188; HP:0001250; HP:0001252; HP:0001939; HP:0002240; HP:0002791; HP:0002943; HP:0008872; HP:0010557,10788335; 24716661; 35790351,26805780; 27393411; 29235540; 30587846; 31925597; 33058492; 33261925; 36158009; 36651519; 38498292,DD,,2015-07-22 16:14:09+00:00,
G2P00018,AGPS,603051,327,ADAP-S; ADAS; ADHAPS; ADPS; ALDHPSY,AGPS-related rhizomelic chondrodysplasia punctata,600121,MONDO:0010823,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0000007; HP:0000518; HP:0001508; HP:0003097; HP:0005792; HP:0008873; HP:0008905; HP:0010655,11152660; 7807941,21990100; 24849933; 27616591; 33337545; 34229749; 35070570; 35986576,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00019,OFD1,300170,2567,71-7A; CXORF5; JBTS10; RP23,OFD1-related oral-facial-digital syndrome,311200,MONDO:0010702,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,,HP:0000093; HP:0000113; HP:0000138; HP:0000161; HP:0000175; HP:0000180; HP:0000199; HP:0000218; HP:0000238; HP:0000252; HP:0000286; HP:0000308; HP:0000316; HP:0000324; HP:0000365; HP:0000369; HP:0000430; HP:0000431; HP:0000494; HP:0000670; HP:0000822; HP:0001056; HP:0001156; HP:0001159; HP:0001249; HP:0001250; HP:0001274; HP:0001317; HP:0001395; HP:0001407; HP:0001423; HP:0001596; HP:0001627; HP:0001737; HP:0001780; HP:0002007; HP:0002132; HP:0002282; HP:0002444; HP:0002536; HP:0003577; HP:0004322; HP:0006297; HP:0006349; HP:0008070; HP:0009085; HP:0009466; HP:0010297; HP:0010442; HP:0011069; HP:0100702,11179005; 11950863; 15221448; 9198060; 9482645,12119212; 12595504; 16384823; 16397067; 16783569; 18057484; 18177199; 18546297; 19023858; 19610098; 19817772; 19876934; 20818665; 21271673; 21729220; 22123492; 22548404; 23033313; 23036093; 24124058; 24712474; 24884629; 26147564; 27081566; 27651963; 27957444; 28191358; 28289185; 28371265; 29193896; 30401917; 30484888; 30702069; 31243241; 31373179; 32047782; 32064904; 32677760; 32897366; 33825116; 35398350; 35437898; 35439611; 35450320; 36409858; 36567511; 36571587; 36833254; 38969348; 39766900; 39985054; 9215688; 9249769,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00020,PAFAH1B1,601545,8574,LIS1; MDCR; MDS; NUDF; PAFAH,PAFAH1B1-related lissencephaly,607432,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0001249; HP:0001250; HP:0001263; HP:0001285; HP:0001302; HP:0001321; HP:0001339; HP:0002119; HP:0002282; HP:0002365; HP:0002500; HP:0003745; HP:0003828; HP:0005484; HP:0008936,10441340; 11502906; 14581661; 15007136,10406660; 10430413; 10859564; 10966119; 11115846; 11748497; 11754098; 14708103; 15057976; 16814084; 17437911; 17664403; 18285425; 19050731; 19287139; 19302951; 19520700; 19667223; 19808989; 20227246; 21195811; 21410694; 21595003; 22190508; 23633430; 23634385; 26494205; 26523152; 27644460; 27891766; 28440899; 28953922; 29258966; 29628935; 30100227; 30342670; 31481326; 32028920; 32570172; 33026665; 33453472; 34211111; 34867768; 35311053; 35567955; 36100855; 36544138; 37148088; 38364333; 38617375; 39214127; 39300495; 39709006; 40290421; 40390087; 7907669; 8034303; 9063735; 9628198; 9832039; 9860301; 9989616,DD,,2015-07-22 16:14:09+00:00,
G2P00021,COL1A1,120150,2197,OI4,COL1A1-related osteogenesis imperfecta spectrum,166220,MONDO:0008148,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,,HP:0000006; HP:0000007; HP:0000239; HP:0000260; HP:0000272; HP:0000325; HP:0000347; HP:0000362; HP:0000365; HP:0000444; HP:0000592; HP:0000703; HP:0000707; HP:0000765; HP:0000926; HP:0000938; HP:0000963; HP:0000974; HP:0000977; HP:0000978; HP:0001058; HP:0001075; HP:0001252; HP:0001382; HP:0001507; HP:0001518; HP:0001622; HP:0001623; HP:0001634; HP:0001635; HP:0001790; HP:0002007; HP:0002092; HP:0002093; HP:0002194; HP:0002644; HP:0002645; HP:0002650; HP:0002659; HP:0002691; HP:0002757; HP:0002808; HP:0002980; HP:0002982; HP:0003023; HP:0003088; HP:0003100; HP:0003179; HP:0003321; HP:0003502; HP:0004586; HP:0004942; HP:0005474; HP:0005622; HP:0005855; HP:0005897; HP:0006367; HP:0006640; HP:0008780; HP:0008873; HP:0008921; HP:0010444,11286507; 12538651; 15024692; 15728585; 1613761; 1634225; 1737847; 1770532; 18409203; 1864604; 1874719; 1988452; 2037280; 21834035; 2295701; 2298750; 2309707; 2339700; 2500431; 2511192; 2794057; 2913053; 3082886; 3108247; 3403550; 3667599; 7789952; 7816518; 7881420; 8097422; 8100209; 8364588; 8408653; 8456809; 8723681; 8757037; 8786074; 8910493; 8950680; 9067755; 9295084,25633413; 30408804; 30614853; 30720562; 30838070; 30942118; 30984112; 31039433; 31202667; 31204718; 31218159; 31236376; 31239369; 31323331; 31363794; 31414283; 31531849; 31568717; 31794058; 31898422; 32081708; 32091183; 32144589; 32166892; 32234057; 32281310; 32338564; 32621590; 32668031; 32980524; 33070251; 33166682; 33451138; 33705765; 33775700; 33796912; 33859900; 34025714; 34107839; 34306033; 34381850; 34484741; 35044492; 35073670; 35119775; 35154279; 35243755; 35346302; 35456387; 35463886; 35575034; 35581901; 35587586; 35647203; 35693066; 35748117; 35822426; 35855989; 35873455; 35893298; 35909573; 35928384; 35942528; 36338653; 36339400; 36343986; 36830650; 36896471; 36900016; 36922619; 37183013; 37188488; 37197785; 37643181; 37678008; 37908991; 38003005; 38027129; 38102329; 38346409; 38561934; 39025364; 39156321; 39198999; 39268228; 39271919; 39513464; 39674968; 39711104; 39957537; 40035361; 40047057; 40175636; 40176241; 40219777; 40428297; 40444480; 40466676; 40567897; 40602110,DD; Skin; Skeletal,,2025-01-15 11:51:09+00:00,
G2P00022,CAMTA1,611501,18806,KIAA0833,CAMTA1-related cerebellar dysfunction with variable cognitive and behavioural abnormalities,614756,MONDO:0013886,monoallelic_autosomal,,definitive,absent gene product,frameshift_variant_NMD_triggering; missense_variant; splice_region_variant; stop_gained_NMD_triggering,loss of function,inferred,,,HP:0000006; HP:0000160; HP:0000179; HP:0000276; HP:0000307; HP:0000343; HP:0000414; HP:0000463; HP:0000486; HP:0000750; HP:0001251; HP:0001256; HP:0001260; HP:0001263; HP:0001319; HP:0001321; HP:0002003; HP:0002317; HP:0100540,22693284; 38044714,24145135; 24738973; 26848311; 30838254; 32157189; 33131045; 33677721; 38626532,DD,,2024-04-16 18:04:31+00:00,
G2P00023,CHST3,603799,1971,C6ST; C6ST1,CHST3-related spondyloepiphyseal dysplasia with congenital joint dislocations,143095,MONDO:0007738,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000007; HP:0000218; HP:0000316; HP:0000337; HP:0000343; HP:0000365; HP:0000470; HP:0000684; HP:0000687; HP:0000691; HP:0001156; HP:0001552; HP:0001629; HP:0001642; HP:0001650; HP:0001653; HP:0001659; HP:0001714; HP:0001718; HP:0001762; HP:0001763; HP:0002092; HP:0002194; HP:0002515; HP:0002553; HP:0002655; HP:0002750; HP:0002751; HP:0002829; HP:0002857; HP:0002938; HP:0002945; HP:0002967; HP:0002982; HP:0003022; HP:0003031; HP:0003040; HP:0003042; HP:0003071; HP:0003090; HP:0003093; HP:0003184; HP:0003301; HP:0003417; HP:0003834; HP:0004976; HP:0005180; HP:0006067; HP:0006462; HP:0006471; HP:0006610; HP:0007598; HP:0008450; HP:0008551; HP:0008905; HP:0009179; HP:0009803; HP:0009882; HP:0010049; HP:0010446; HP:0010585; HP:0045075; HP:0100490; HP:0100864,112567; 15098240; 18513679; 18698629; 19320654; 20830804,15215498; 23918704; 24300290; 26572954; 27753269; 28396765; 31567425; 32639237; 33625031; 35583673; 36042462; 36729370; 37183573; 37876363; 39359945,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00024,HRAS,190020,5173,HRAS1,HRAS-related Costello syndrome,218040,MONDO:0009026,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,HP:0000006; HP:0000083; HP:0000158; HP:0000179; HP:0000218; HP:0000238; HP:0000256; HP:0000260; HP:0000280; HP:0000286; HP:0000293; HP:0000307; HP:0000316; HP:0000347; HP:0000358; HP:0000369; HP:0000463; HP:0000465; HP:0000470; HP:0000486; HP:0000494; HP:0000508; HP:0000768; HP:0000956; HP:0001000; HP:0001187; HP:0001249; HP:0001263; HP:0001508; HP:0001548; HP:0001552; HP:0001561; HP:0001598; HP:0001609; HP:0001622; HP:0001629; HP:0001631; HP:0001634; HP:0001639; HP:0001642; HP:0001699; HP:0001762; HP:0001771; HP:0001808; HP:0001814; HP:0001869; HP:0001943; HP:0002021; HP:0002033; HP:0002059; HP:0002093; HP:0002107; HP:0002119; HP:0002212; HP:0002779; HP:0002780; HP:0002859; HP:0002862; HP:0002870; HP:0002996; HP:0003745; HP:0003764; HP:0004322; HP:0005280; HP:0005989; HP:0006191; HP:0007099; HP:0008070; HP:0011675; HP:0012081,16170316; 16443854; 16835863; 17054105; 17056636; 17412879; 17468812; 18039947; 18247425; 19995790,22098123; 22113246; 22495831; 22495892; 22510203; 22683711; 22887473; 23429430; 23751039; 23813656; 23918324; 24129065; 24246682; 24341474; 24451042; 24637993; 24668879; 24719541; 25133308; 25367099; 25387514; 25668678; 25677562; 25815234; 25914166; 26400620; 26572961; 26778095; 26888048; 27102959; 27398198; 27705751; 27940666; 28002430; 28027064; 28139825; 28141901; 28328122; 28337834; 28371260; 28390077; 28455154; 28488342; 28489335; 28523882; 28736904; 29575620; 30055033; 30373874; 30664540; 30767209; 30885829; 30937994; 31021405; 31222966; 31394527; 31680412; 31712860; 31736117; 32001297; 32499600; 32681669; 33088020; 33224014; 33482860; 33583608; 33932139; 34109654; 34601768; 34612139; 34618388; 34845155; 34913244; 34964243; 34972725; 35038173; 35101635; 35677617; 35740842; 35764878; 36065636; 36268718; 36515923; 36526283; 36533693; 36896710; 36966234; 37170693; 37194190; 37458522; 37488489; 38018302; 38558293; 38595321; 38929723; 39164809; 39757526; 39925163; 39950644; 40034618,DD; Skin,,2017-09-01 16:19:15+00:00,
G2P00025,RPGRIP1,605446,13436,CORD13; LCA6; RGI1; RPGRIP,RPGRIP1-related Leber congenital amaurosis,613826,MONDO:0013446,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000518; HP:0000550; HP:0000556; HP:0000563; HP:0000613; HP:0001141; HP:0007843; HP:0008499; HP:0011463; HP:0012043,11283794; 11528500,23776498; 24625443; 31191208; 34722527; 37761981; 39271608; 40737315,DD; Eye,,2025-01-27 10:43:36+00:00,
G2P00026,RIPK4,605706,496,ANKK2; ANKRD3; DIK; PKK; RIP4,"RIPK4-related popliteal pterygium syndrome, lethal type",263650,MONDO:0009901,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000050; HP:0000059; HP:0000062; HP:0000175; HP:0000204; HP:0000316; HP:0000327; HP:0000347; HP:0000369; HP:0000378; HP:0000561; HP:0000568; HP:0000882; HP:0001159; HP:0001511; HP:0001792; HP:0001798; HP:0002006; HP:0002025; HP:0002223; HP:0003196; HP:0006610; HP:0007418; HP:0008689; HP:0009755; HP:0009756; HP:0009777; HP:0009803,15264293; 22197488; 28940926; 33713555,22197489; 23610050; 25691407; 26129644; 35220430,DD; Skin,,2025-02-07 12:49:02+00:00,
G2P00027,BRIP1,605882,20473,BACH1; FANCJ; OF,BRIP1-related Fanconi anemia,609054,MONDO:0012187,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000568; HP:0001263; HP:0001511; HP:0003221; HP:0005528; HP:0007565; HP:0008897; HP:0009778,16116424,16116423; 26968956; 27869810; 33028645; 33224012; 33546375; 37582649; 40649708,DD; Cancer,,2025-01-28 23:03:26+00:00,
G2P00028,TBX3,601621,11602,TBX3-ISO; UMS; XHL,TBX3-related Ulnar-mammary syndrome,181450,MONDO:0008411,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000023; HP:0000049; HP:0000054; HP:0000668; HP:0000823; HP:0000882; HP:0000894; HP:0001162; HP:0001513; HP:0001607; HP:0001629; HP:0002021; HP:0002023; HP:0002025; HP:0002215; HP:0002557; HP:0002984; HP:0003022; HP:0003186; HP:0003187; HP:0003974; HP:0003977; HP:0003982; HP:0005338; HP:0005792; HP:0007397; HP:0008093; HP:0010627; HP:0011755; HP:0011917,12116211; 12668170; 19938096; 9207801,10330342; 12668595; 16530712; 16892408; 16896345; 21199695; 21457577; 23266815; 23713051; 24664963; 24679913; 27722056; 28145909; 28961683; 30223900; 30550377; 30654152; 33930582; 36140816; 36798250; 36937985; 39320041; 39788453; 40485890,DD; Skeletal,,2023-05-24 09:07:26+00:00,
