subject	subject_label	subject_category	subject_taxon	subject_taxon_label	negated	predicate	object	object_label	object_category	qualifiers	publications	has_evidence	primary_knowledge_source	aggregator_knowledge_source
MONDO:0000358	orofacial cleft	biolink:Disease				biolink:disease_has_location	UBERON:0012314	embryonic facial prominence	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021418	polyp of ethmoidal sinus	biolink:Disease				biolink:disease_has_location	UBERON:0002453	ethmoid sinus	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002631	conventional osteosarcoma	biolink:Disease				biolink:disease_has_location	UBERON:0007195	stroma of bone marrow	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001121	frontal sinusitis	biolink:Disease				biolink:disease_has_location	UBERON:0001760	frontal sinus	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001380	bladder dome cancer	biolink:Disease				biolink:disease_has_location	UBERON:0006082	fundus of urinary bladder	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0700254	paraneoplastic gastrointestinal syndrome	biolink:Disease				biolink:disease_has_location	UBERON:0001007	digestive system	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021193	neuroepithelial neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0034705	developing neuroepithelium	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005149	pulmonary hypertension	biolink:Disease				biolink:disease_has_location	UBERON:0002012	pulmonary artery	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0017991	Takayasu arteritis	biolink:Disease				biolink:disease_has_location	UBERON:0004363	pharyngeal arch artery	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0000409	chorioamnionitis	biolink:Disease				biolink:disease_has_location	UBERON:0005630	fetal membrane	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003105	prostate disorder	biolink:Disease				biolink:disease_has_location	UBERON:0002367	prostate gland	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006938	pyelitis	biolink:Disease				biolink:disease_has_location	UBERON:0001224	renal pelvis	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002051	integumentary system disorder	biolink:Disease				biolink:disease_has_location	UBERON:0002416	integumental system	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0018516	epithelial tumor of anal canal	biolink:Disease				biolink:disease_has_location	UBERON:0000159	anal canal	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0037747	spinal injury	biolink:Disease				biolink:disease_has_location	UBERON:0001130	vertebral column	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0004797	mononeuritis of lower limb	biolink:Disease				biolink:disease_has_location	UBERON:0002103	hindlimb	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003940	Kummell disease	biolink:Disease				biolink:disease_has_location	UBERON:0001075	bony vertebral centrum	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0022871	corpus callosum agenesis of blepharophimosis robin type	biolink:Disease				biolink:disease_has_location	UBERON:0002336	corpus callosum	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002195	vulvar squamous neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0006914	squamous epithelium	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001764	ethmoidal sinus neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0002453	ethmoid sinus	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0045051	cortical cataract	biolink:Disease				biolink:disease_has_location	UBERON:0000389	lens cortex	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003775	lateral ventricle meningioma	biolink:Disease				biolink:disease_has_location	UBERON:0002285	telencephalic ventricle	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001379	ureteric orifice cancer	biolink:Disease				biolink:disease_has_location	UBERON:0012303	ureteral orifice	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001343	impaired renal function disease	biolink:Disease				biolink:disease_has_location	UBERON:0002113	kidney	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021379	neoplasm of epicardium	biolink:Disease				biolink:disease_has_location	UBERON:0002348	epicardium	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021412	polyp of maxillary sinus	biolink:Disease				biolink:disease_has_location	UBERON:0001764	maxillary sinus	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005832	lymphangitis	biolink:Disease				biolink:disease_has_location	UBERON:0001473	lymphatic vessel	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0044991	upper digestive tract disorder	biolink:Disease				biolink:disease_has_location	UBERON:0004908	upper digestive tract	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0000462	eye adnexa disorder	biolink:Disease				biolink:disease_has_location	UBERON:0035639	ocular adnexa	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005885	optic neuritis	biolink:Disease				biolink:disease_has_location	UBERON:0000941	cranial nerve II	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0044996	cerebral cortex disorder	biolink:Disease				biolink:disease_has_location	UBERON:0000956	cerebral cortex	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0044984	nasolacrimal duct disorder	biolink:Disease				biolink:disease_has_location	UBERON:0002392	nasolacrimal duct	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002679	cerebral infarction	biolink:Disease				biolink:disease_has_location	UBERON:0001893	telencephalon	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0004789	cholangitis	biolink:Disease				biolink:disease_has_location	UBERON:0001173	biliary tree	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0043243	leukoplakia	biolink:Disease				biolink:disease_has_location	UBERON:0000344	mucosa	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001653	prepuce cancer	biolink:Disease				biolink:disease_has_location	UBERON:0011374	prepuce	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0024312	cancer of short bone of upper limb	biolink:Disease				biolink:disease_has_location	UBERON:0002102	forelimb	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001873	geniculate ganglionitis	biolink:Disease				biolink:disease_has_location	UBERON:0001700	geniculate ganglion	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002259	gonadal disorder	biolink:Disease				biolink:disease_has_location	UBERON:0000991	gonad	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021156	hypophysitis	biolink:Disease				biolink:disease_has_location	UBERON:0000007	pituitary gland	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002687	superior mesenteric artery syndrome	biolink:Disease				biolink:disease_has_location	UBERON:0001182	superior mesenteric artery	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006882	orchitis	biolink:Disease				biolink:disease_has_location	UBERON:0000473	testis	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001292	autonomic nervous system disorder	biolink:Disease				biolink:disease_has_location	UBERON:0002410	autonomic nervous system	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0000633	sensory organ benign neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0000020	sense organ	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005292	colitis	biolink:Disease				biolink:disease_has_location	UBERON:0001155	colon	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001571	gynecomastia disorder	biolink:Disease				biolink:disease_has_location	UBERON:0003101	male organism	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005318	canker sore	biolink:Disease				biolink:disease_has_location	UBERON:0003343	mucosa of oral region	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001279	intraspinal meningioma	biolink:Disease				biolink:disease_has_location	UBERON:0003292	meninx of spinal cord	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006609	seborrheic infantile dermatitis	biolink:Disease				biolink:disease_has_location	UBERON:0000403	scalp	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0000270	lower respiratory tract disorder	biolink:Disease				biolink:disease_has_location	UBERON:0001558	lower respiratory tract	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002643	vestibular disorder	biolink:Disease				biolink:disease_has_location	UBERON:0001862	vestibular labyrinth	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001933	endocrine pancreas disorder	biolink:Disease				biolink:disease_has_location	UBERON:0000016	endocrine pancreas	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002565	myelitis	biolink:Disease				biolink:disease_has_location	UBERON:0002240	spinal cord	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005628	male breast carcinoma	biolink:Disease				biolink:disease_has_location	UBERON:0016410	male breast	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002887	bile duct disorder	biolink:Disease				biolink:disease_has_location	UBERON:0002394	bile duct	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003283	epididymal neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0001301	epididymis	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002785	skull base neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0002517	basicranium	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021643	mesenteric varices	biolink:Disease				biolink:disease_has_location	UBERON:0002095	mesentery	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0016047	endophthalmitis	biolink:Disease				biolink:disease_has_location	UBERON:0010230	eyeball of camera-type eye	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006470	tonsillar squamous cell carcinoma	biolink:Disease				biolink:disease_has_location	UBERON:0002373	palatine tonsil	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001459	radial neuropathy	biolink:Disease				biolink:disease_has_location	UBERON:0001492	radial nerve	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003569	cranial nerve neuropathy	biolink:Disease				biolink:disease_has_location	UBERON:0034713	cranial neuron projection bundle	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003311	endometrial stromal tumor	biolink:Disease				biolink:disease_has_location	UBERON:0002337	endometrial stroma	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0000539	striated muscle rhabdoid tumor	biolink:Disease				biolink:disease_has_location	UBERON:0002036	striated muscle tissue	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006345	palmar fibromatosis	biolink:Disease				biolink:disease_has_location	UBERON:0008878	palmar part of manus	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0018561	precocious puberty in female	biolink:Disease				biolink:disease_has_location	UBERON:0003100	female organism	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002811	main bronchus cancer	biolink:Disease				biolink:disease_has_location	UBERON:0002182	main bronchus	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0001378	urachus cancer	biolink:Disease				biolink:disease_has_location	UBERON:0002068	urachus	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0004235	diverticulitis	biolink:Disease				biolink:disease_has_location	UBERON:0009854	digestive tract diverticulum	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006510	renal tubular transport disease	biolink:Disease				biolink:disease_has_location	UBERON:0009773	renal tubule	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006759	femoral neuropathy	biolink:Disease				biolink:disease_has_location	UBERON:0001267	femoral nerve	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002884	nail disorder	biolink:Disease				biolink:disease_has_location	UBERON:0001705	nail	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002357	hepatic flexure cancer	biolink:Disease				biolink:disease_has_location	UBERON:0022277	hepatic flexure of colon	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021727	aberrant subclavian artery	biolink:Disease				biolink:disease_has_location	UBERON:0001533	subclavian artery	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0019956	encephalitis	biolink:Disease				biolink:disease_has_location	UBERON:0000955	brain	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0015196	vein of Galen aneurysm	biolink:Disease				biolink:disease_has_location	UBERON:0006666	great cerebral vein	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0000473	arterial disorder	biolink:Disease				biolink:disease_has_location	UBERON:0001637	artery	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0004673	lower lip cancer	biolink:Disease				biolink:disease_has_location	UBERON:0001835	lower lip	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0021076	pancreatic exocrine neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0000017	exocrine pancreas	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002360	chondroma	biolink:Disease				biolink:disease_has_location	UBERON:0001994	hyaline cartilage tissue	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003972	gastric body carcinoma	biolink:Disease				biolink:disease_has_location	UBERON:0001161	body of stomach	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003210	intrahepatic cholangiocarcinoma	biolink:Disease				biolink:disease_has_location	UBERON:0004823	intrahepatic bile duct epithelium	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0024888	mesonephric neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0003074	mesonephric duct	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003753	nasal vestibule squamous papilloma	biolink:Disease				biolink:disease_has_location	UBERON:0000402	nasal vestibule	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002369	cystadenoma	biolink:Disease				biolink:disease_has_location	UBERON:0006799	glandular epithelium	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003409	colonic disorder	biolink:Disease				biolink:disease_has_location	UBERON:0001155	colon	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0003568	disorder of optic chiasm	biolink:Disease				biolink:disease_has_location	UBERON:0000959	optic chiasma	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0000397	ataxic cerebral palsy	biolink:Disease				biolink:disease_has_location	UBERON:0002037	cerebellum	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006106	benign smooth muscle neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0001135	smooth muscle tissue	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002353	glottis neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0002486	glottis	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0015395	congenital subglottic stenosis	biolink:Disease				biolink:disease_has_location	UBERON:0036068	subglottis	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0023003	double fingernail of fifth finger	biolink:Disease				biolink:disease_has_location	UBERON:0003625	manual digit 5	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0017587	onychomatricoma	biolink:Disease				biolink:disease_has_location	UBERON:0002283	nail matrix	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0002423	rectosigmoid junction neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0036214	rectosigmoid junction	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0023069	enlarged vestibular aqueduct syndrome	biolink:Disease				biolink:disease_has_location	UBERON:0002279	vestibular aqueduct	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0004928	lymph node disorder	biolink:Disease				biolink:disease_has_location	UBERON:0000029	lymph node	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0004642	tonsillar pillar cancer	biolink:Disease				biolink:disease_has_location	UBERON:0036274	tonsillar pillar	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0006757	extrahepatic cholestasis	biolink:Disease				biolink:disease_has_location	UBERON:0003703	extrahepatic bile duct	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005841	maxillary neoplasm	biolink:Disease				biolink:disease_has_location	UBERON:0011597	bone of upper jaw	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
MONDO:0005010	coronary artery disorder	biolink:Disease				biolink:disease_has_location	UBERON:0001621	coronary artery	biolink:AnatomicalEntity				infores:mondo	['infores:monarchinitiative', 'infores:phenio']
