subject	subject_label	subject_category	subject_taxon	subject_taxon_label	negated	predicate	object	object_label	object_category	qualifiers	publications	has_evidence	primary_knowledge_source	aggregator_knowledge_source
HGNC:47	ABCB6	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014169	dyschromatosis universalis hereditaria 3	biolink:Disease					
HGNC:16252	SUN5	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014961	spermatogenic failure 16	biolink:Disease					
HGNC:21495	KIF12	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030505	cholestasis, progressive familial intrahepatic, 8	biolink:Disease					
HGNC:7877	CNOT1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032787	holoprosencephaly 12 with or without pancreatic agenesis	biolink:Disease					
HGNC:6764	MAD2L2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014985	Fanconi anemia complementation group V	biolink:Disease					
HGNC:1388	CACNA1A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0007163	episodic ataxia type 2	biolink:Disease					
HGNC:5476	IGFBP7	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013640	familial retinal arterial macroaneurysm	biolink:Disease					
HGNC:22965	PEX26	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013938	peroxisome biogenesis disorder 7A (Zellweger)	biolink:Disease					
HGNC:23734	PTF1A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014406	pancreatic agenesis 2	biolink:Disease					
HGNC:7714	NDUFS7	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032608	mitochondrial complex I deficiency, nuclear type 3	biolink:Disease					
HGNC:29623	MAN2B2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0976261	congenital disorder of glycosylation type 1EE with or without immunodeficiency	biolink:Disease					
HGNC:16410	DNAJC30	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0958183	Leber-like hereditary optic neuropathy, autosomal recessive 1	biolink:Disease					
HGNC:13552	ATP11A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030724	hearing loss, autosomal dominant 84	biolink:Disease					
HGNC:12450	TYRP1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0008747	oculocutaneous albinism type 3	biolink:Disease					
HGNC:6860	MAP3K8	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0008903	lung cancer	biolink:Disease					
HGNC:22938	NLRP12	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012724	familial cold autoinflammatory syndrome 2	biolink:Disease					
HGNC:8140	OPA1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0008858	Behr syndrome	biolink:Disease					
HGNC:6255	KCNJ1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009424	Bartter disease type 2	biolink:Disease					
HGNC:5542	IGHMBP2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	biolink:Disease					
HGNC:6116	IRF1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0001056	gastric cancer	biolink:Disease					
HGNC:28660	ISCA1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0033282	multiple mitochondrial dysfunctions syndrome 5	biolink:Disease					
HGNC:26257	PDZD7	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0033201	hearing loss, autosomal recessive 57	biolink:Disease					
HGNC:10593	SCN5A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011001	Brugada syndrome 1	biolink:Disease					
HGNC:4332	BICRA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0025699	Coffin-Siris syndrome 12	biolink:Disease					
HGNC:2698	DBT	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0023693	maple syrup urine disease type 2	biolink:Disease					
HGNC:26527	HGSNAT	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014687	retinitis pigmentosa 73	biolink:Disease					
HGNC:4288	GJB6	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012975	autosomal dominant nonsyndromic hearing loss 3B	biolink:Disease					
HGNC:10024	RLBP1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011838	Bothnia retinal dystrophy	biolink:Disease					
HGNC:32952	SNORD118	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013803	leukoencephalopathy with calcifications and cysts	biolink:Disease					
HGNC:12403	TTN	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013412	hypertrophic cardiomyopathy 9	biolink:Disease					
HGNC:6115	IREB2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032758	neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia	biolink:Disease					
HGNC:11075	NHERF1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012851	hypophosphatemic nephrolithiasis/osteoporosis 2	biolink:Disease					
HGNC:6722	BCAM	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0020614	obsolete blood group--lutheran system	biolink:Disease					
HGNC:7579	MYH9	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011350	autosomal dominant nonsyndromic hearing loss 17	biolink:Disease					
HGNC:1044	BGN	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010515	Meester-Loeys syndrome	biolink:Disease					
HGNC:7573	MYH3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032751	arthrogryposis, distal, type 2B3	biolink:Disease					
HGNC:1386	CABP4	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012490	cone-rod synaptic disorder, congenital nonprogressive	biolink:Disease					
HGNC:8931	PHKG2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013091	glycogen storage disease IXc	biolink:Disease					
HGNC:30304	RGS9BP	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0958190	prolonged electroretinal response suppression 2	biolink:Disease					
HGNC:26784	MTRFR	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013306	combined oxidative phosphorylation defect type 7	biolink:Disease					
HGNC:28583	RSPO2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0060733	humerofemoral hypoplasia with radiotibial ray deficiency	biolink:Disease					
HGNC:9891	RBBP8	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011715	Seckel syndrome 2	biolink:Disease					
HGNC:877	ALDH7A1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0020741	pyridoxine-dependent epilepsy caused by ALDH7A1 mutant	biolink:Disease					
HGNC:6638	LMNB2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030929	microcephaly 27, primary, autosomal dominant	biolink:Disease					
HGNC:19182	SASH1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0024524	dyschromatosis universalis hereditaria 1	biolink:Disease					
HGNC:3061	DTYMK	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0859241	neurodegeneration, childhood-onset, with progressive microcephaly	biolink:Disease					
HGNC:15804	OVOL2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0007378	posterior polymorphous corneal dystrophy 1	biolink:Disease					
HGNC:4908	HIBCH	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	biolink:Disease					
HGNC:29110	KIAA0753	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030353	Joubert syndrome 38	biolink:Disease					
HGNC:19139	POMGNT1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009667	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A3	biolink:Disease					
HGNC:6231	KCNB1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014477	developmental and epileptic encephalopathy, 26	biolink:Disease					
HGNC:18592	NEK10	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032914	ciliary dyskinesia, primary, 44	biolink:Disease					
HGNC:7863	NNT	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013874	glucocorticoid deficiency 4	biolink:Disease					
HGNC:2023	CLCN5	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010225	Dent disease type 1	biolink:Disease					
HGNC:8621	PAX7	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032821	myopathy, congenital, progressive, with scoliosis	biolink:Disease					
HGNC:2187	COL11A2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011159	autosomal dominant nonsyndromic hearing loss 13	biolink:Disease					
HGNC:25419	ARL13B	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012855	Joubert syndrome 8	biolink:Disease					
HGNC:12852	YWHAG	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0033365	developmental and epileptic encephalopathy, 56	biolink:Disease					
HGNC:5133	HOXD10	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0008652	congenital vertical talus	biolink:Disease					
HGNC:14347	BCAS3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0859208	Hengel-Maroofian-Schols syndrome	biolink:Disease					
HGNC:13488	VPS4A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0035819	cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome	biolink:Disease					
HGNC:17085	EXOC6B	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032724	spondyloepimetaphyseal dysplasia with joint laxity, type 3	biolink:Disease					
HGNC:53	ABCC2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009380	Dubin-Johnson syndrome	biolink:Disease					
HGNC:7150	MLYCD	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009556	malonic aciduria	biolink:Disease					
HGNC:2073	TPP1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012235	autosomal recessive spinocerebellar ataxia 7	biolink:Disease					
HGNC:29118	TMEM63A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032871	leukodystrophy, hypomyelinating, 19, transient infantile	biolink:Disease					
HGNC:7128	MLH3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013725	colorectal cancer, hereditary nonpolyposis, type 7	biolink:Disease					
HGNC:2077	CLN6	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011144	ceroid lipofuscinosis, neuronal, 6A	biolink:Disease					
HGNC:9175	POLD1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0970994	immunodeficiency 120	biolink:Disease					
HGNC:26600	WDR81	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0054794	hydrocephalus, congenital, 3, with brain anomalies	biolink:Disease					
HGNC:3969	FSHR	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011972	ovarian hyperstimulation syndrome	biolink:Disease					
HGNC:4247	GGCX	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010187	vitamin K-dependent clotting factors, combined deficiency of, type 1	biolink:Disease					
HGNC:7905	NPHP1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009962	Senior-Loken syndrome 1	biolink:Disease					
HGNC:37227	KBTBD13	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012237	nemaline myopathy 6	biolink:Disease					
HGNC:28486	MFSD8	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012588	neuronal ceroid lipofuscinosis 7	biolink:Disease					
HGNC:4177	GBA1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009268	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome	biolink:Disease					
HGNC:3518	EXTL3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0044312	immunoskeletal dysplasia with neurodevelopmental abnormalities	biolink:Disease					
HGNC:237	ADCY6	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014570	lethal congenital contracture syndrome 8	biolink:Disease					
HGNC:28494	ACTL9	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030989	spermatogenic failure 53	biolink:Disease					
HGNC:17327	WAC	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014741	DeSanto-Shinawi syndrome due to WAC point mutation	biolink:Disease					
HGNC:28887	LEMD3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0008157	Buschke-Ollendorff syndrome	biolink:Disease					
HGNC:2973	DNM1L	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012543	optic atrophy 5	biolink:Disease					
HGNC:8856	PEX14	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013952	peroxisome biogenesis disorder 13A (Zellweger)	biolink:Disease					
HGNC:1076	BMPR1A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012405	polyposis syndrome, hereditary mixed, 2	biolink:Disease					
HGNC:2488	NKX2-5	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0016581	conotruncal heart malformations	biolink:Disease					
HGNC:4887	HJV	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011216	hemochromatosis type 2A	biolink:Disease					
HGNC:5967	IL11RA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013615	craniosynostosis and dental anomalies	biolink:Disease					
HGNC:6207	JUP	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011017	Naxos disease	biolink:Disease					
HGNC:2478	CST6	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032804	ectodermal dysplasia 15, hypohidrotic/hair type	biolink:Disease					
HGNC:4341	GLUL	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0970945	developmental and epileptic encephalopathy 116	biolink:Disease					
HGNC:11123	SMS	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010664	syndromic X-linked intellectual disability Snyder type	biolink:Disease					
HGNC:6836	MAP1B	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030061	periventricular nodular heterotopia 9	biolink:Disease					
HGNC:11100	SMARCA4	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0968980	otosclerosis 12	biolink:Disease					
HGNC:12799	WWOX	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014533	developmental and epileptic encephalopathy, 28	biolink:Disease					
HGNC:8983	PI4KA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030669	gastrointestinal defects and immunodeficiency syndrome 2	biolink:Disease					
HGNC:34033	RNU7-1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030362	Aicardi-Goutieres syndrome 9	biolink:Disease					
HGNC:6697	LRP5	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011151	exudative vitreoretinopathy 4	biolink:Disease					
HGNC:14334	MRTFA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030013	immunodeficiency 66	biolink:Disease					
HGNC:27365	TECRL	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013529	catecholaminergic polymorphic ventricular tachycardia 3	biolink:Disease					
HGNC:11868	TRAPPC10	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0859285	neurodevelopmental disorder with microcephaly, short stature, and speech delay	biolink:Disease					
HGNC:3702	FHL1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010401	X-linked myopathy with postural muscle atrophy	biolink:Disease					
HGNC:33814	AK9	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0958206	spermatogenic failure 89	biolink:Disease					
HGNC:2216	COL8A2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012199	posterior polymorphous corneal dystrophy 2	biolink:Disease					
HGNC:9119	PMPCB	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0054785	multiple mitochondrial dysfunctions syndrome 6	biolink:Disease					
HGNC:24856	CCDC47	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032645	trichohepatoneurodevelopmental syndrome	biolink:Disease					
HGNC:6220	KCNA2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014607	developmental and epileptic encephalopathy, 32	biolink:Disease					
HGNC:3689	FGFR2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0020667	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis	biolink:Disease					
HGNC:20759	RBSN	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0975795	Kariminejad neurodevelopmental syndrome	biolink:Disease					
HGNC:3033	ATN1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0007435	dentatorubral-pallidoluysian atrophy	biolink:Disease					
HGNC:11278	SPTLC2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013337	neuropathy, hereditary sensory and autonomic, type 1C	biolink:Disease					
HGNC:2739	DHX16	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0032890	neuromuscular disease and ocular or auditory anomalies with or without seizures	biolink:Disease					
HGNC:4824	HBA2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011399	alpha thalassemia spectrum	biolink:Disease					
HGNC:4261	GH1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009876	isolated growth hormone deficiency type IA	biolink:Disease					
HGNC:4170	GATA1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010308	thrombocytopenia, X-linked, with or without dyserythropoietic anemia	biolink:Disease					
HGNC:496	RIPK4	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009901	Bartsocas-Papas syndrome 1	biolink:Disease					
HGNC:27015	CMPK2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0975875	basal ganglia calcification, idiopathic, 10, autosomal recessive	biolink:Disease					
HGNC:15879	CTNNBL1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030798	immunodeficiency 99 with hypogammaglobulinemia and autoimmune cytopenias	biolink:Disease					
HGNC:6116	IRF1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0958011	immunodeficiency 117	biolink:Disease					
HGNC:7960	NR0B1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010264	X-linked adrenal hypoplasia congenita	biolink:Disease					
HGNC:10591	SCN4A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013234	hypokalemic periodic paralysis, type 2	biolink:Disease					
HGNC:4285	GJB3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0033010	erythrokeratodermia variabilis et progressiva 1	biolink:Disease					
HGNC:1052	BIN1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009709	myopathy, centronuclear, 2	biolink:Disease					
HGNC:21645	CHCHD2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014742	Parkinson disease 22, autosomal dominant	biolink:Disease					
HGNC:1391	CACNA1D	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014200	aldosterone-producing adenoma with seizures and neurological abnormalities	biolink:Disease					
HGNC:33699	KHDC3L	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013671	hydatidiform mole, recurrent, 2	biolink:Disease					
HGNC:13733	CDH23	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010984	Usher syndrome type 1D	biolink:Disease					
HGNC:9369	PRIM1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0859276	primordial dwarfism-immunodeficiency-lipodystrophy syndrome	biolink:Disease					
HGNC:6518	LBR	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0018663	regressive spondylometaphyseal dysplasia	biolink:Disease					
HGNC:8609	PARN	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0014600	dyskeratosis congenita, autosomal recessive 6	biolink:Disease					
HGNC:7960	NR0B1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0010226	46,XY sex reversal 2	biolink:Disease					
HGNC:15805	GCNA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0024773	spermatogenic failure, X-linked, 4	biolink:Disease					
HGNC:25287	LMBRD2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0859218	developmental delay with variable neurologic and brain abnormalities	biolink:Disease					
HGNC:9673	PTPRJ	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0957578	thrombocytopenia 10	biolink:Disease					
HGNC:10935	SLC18A2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0018130	brain dopamine-serotonin vesicular transport disease	biolink:Disease					
HGNC:10680	SDHA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013339	dilated cardiomyopathy 1GG	biolink:Disease					
HGNC:4806	HAL	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0009345	histidinemia	biolink:Disease					
HGNC:26901	OTOGL	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0013984	autosomal recessive nonsyndromic hearing loss 84B	biolink:Disease					
HGNC:18324	HSD3B7	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0011906	congenital bile acid synthesis defect 1	biolink:Disease					
HGNC:13806	NEUROG3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0012479	congenital malabsorptive diarrhea 4	biolink:Disease					
HGNC:23625	RUSC2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0030915	intellectual disability, autosomal recessive 61	biolink:Disease					
HGNC:1069	BMP2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0100297	short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1	biolink:Disease					
HGNC:11438	STX3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0859170	retinal dystrophy and microvillus inclusion disease	biolink:Disease					
HGNC:18533	USP48	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:causes	MONDO:0859366	hearing loss, autosomal dominant 85	biolink:Disease					
