subject	subject_label	subject_category	subject_taxon	subject_taxon_label	negated	predicate	object	object_label	object_category	qualifiers	publications	has_evidence	primary_knowledge_source	aggregator_knowledge_source
MAXO:0000930	speech therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001618	Dysphonia	biolink:PhenotypicFeature		['PMID:20301644']		infores:maxo	['infores:monarchinitiative']
MAXO:0000479	orthopedic surgery	biolink:NamedThing				biolink:ameliorates_condition	HP:0008414	Lumbar kyphosis in infancy	biolink:PhenotypicFeature		['PMID:20301331']		infores:maxo	['infores:monarchinitiative']
MAXO:0009025	cochlear device implantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0000407	Sensorineural hearing impairment	biolink:PhenotypicFeature		['PMID:21756462']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0003270	Abdominal distention	biolink:PhenotypicFeature		['PMID:23632357']		infores:maxo	['infores:monarchinitiative']
MAXO:0010002	protein intake avoidance	biolink:NamedThing				biolink:contraindicated_in	HP:0002480	Hepatic encephalopathy	biolink:PhenotypicFeature		['PMID:20118603']		infores:maxo	['infores:monarchinitiative']
MAXO:0000058	pharmacotherapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0033704	Elevated urinary homogentisic acid	biolink:PhenotypicFeature		['PMID:28081634']		infores:maxo	['infores:monarchinitiative']
MAXO:0000954	bisphosphonate agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000939	Osteoporosis	biolink:PhenotypicFeature		['PMID:35393770']		infores:maxo	['infores:monarchinitiative']
MAXO:0000623	nutrition counseling	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:30879957']		infores:maxo	['infores:monarchinitiative']
MAXO:0001224	copper chelator agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:23109455']		infores:maxo	['infores:monarchinitiative']
MAXO:0000185	antiarrythmic agent therapy	biolink:NamedThing				biolink:preventative_for_condition	MONDO:0011831	arrhythmogenic right ventricular dysplasia 8	biolink:Disease		['PMID:31078652']		infores:maxo	['infores:monarchinitiative']
MAXO:0010030	bone marrow transplantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0002720	Decreased circulating IgA concentration	biolink:PhenotypicFeature		['PMID:9544978']		infores:maxo	['infores:monarchinitiative']
MAXO:0001117	seizure prevention recommendation	biolink:NamedThing				biolink:preventative_for_condition	HP:0001250	Seizure	biolink:PhenotypicFeature		['PMID:20301621']		infores:maxo	['infores:monarchinitiative']
MAXO:0000011	physical therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0010885	Avascular necrosis	biolink:PhenotypicFeature		['PMID:31803937']		infores:maxo	['infores:monarchinitiative']
MAXO:0000457	pain management	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:33711512']		infores:maxo	['infores:monarchinitiative']
MAXO:0000653	angiotensin receptor blocker therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000100	Nephrotic syndrome	biolink:PhenotypicFeature		['PMID:32352694']		infores:maxo	['infores:monarchinitiative']
MAXO:0000771	carbohydrate-restricted diet intake	biolink:NamedThing				biolink:ameliorates_condition	HP:0001987	Hyperammonemia	biolink:PhenotypicFeature		['PMID:29651749']		infores:maxo	['infores:monarchinitiative']
MAXO:0000065	aerobic exercise therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:21960468']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:preventative_for_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:21601206']		infores:maxo	['infores:monarchinitiative']
MAXO:0000448	surgical resection	biolink:NamedThing				biolink:ameliorates_condition	HP:0000843	Hyperparathyroidism	biolink:PhenotypicFeature		['PMID:20301434']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0001903	Anemia	biolink:PhenotypicFeature		['PMID:35973187']		infores:maxo	['infores:monarchinitiative']
MAXO:0000065	aerobic exercise therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0003547	Shoulder girdle muscle weakness	biolink:PhenotypicFeature		['PMID:33712050']		infores:maxo	['infores:monarchinitiative']
MAXO:0000058	pharmacotherapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0005584	Renal cell carcinoma	biolink:PhenotypicFeature		['PMID:20301636']		infores:maxo	['infores:monarchinitiative']
MAXO:0000448	surgical resection	biolink:NamedThing				biolink:ameliorates_condition	HP:0009590	Unilateral vestibular schwannoma	biolink:PhenotypicFeature		['PMID:20301380']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:preventative_for_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:27598396']		infores:maxo	['infores:monarchinitiative']
MAXO:0025001	surgical procedure on cardiovascular system	biolink:NamedThing				biolink:ameliorates_condition	HP:0001631	Atrial septal defect	biolink:PhenotypicFeature		['PMID:12147971']		infores:maxo	['infores:monarchinitiative']
MAXO:0001346	gastrostomy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001508	Failure to thrive	biolink:PhenotypicFeature		['PMID:32164578']		infores:maxo	['infores:monarchinitiative']
MAXO:0000168	antiviral agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0012302	Herpes simplex encephalitis	biolink:PhenotypicFeature		['PMID:22105173']		infores:maxo	['infores:monarchinitiative']
MAXO:0000455	cryosurgery	biolink:NamedThing				biolink:ameliorates_condition	HP:0005584	Renal cell carcinoma	biolink:PhenotypicFeature		['PMID:20301636']		infores:maxo	['infores:monarchinitiative']
MAXO:0000011	physical therapy	biolink:NamedThing				biolink:preventative_for_condition	HP:0001371	Flexion contracture	biolink:PhenotypicFeature		['PMID:20301546']		infores:maxo	['infores:monarchinitiative']
MAXO:0010043	whole kidney transplantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0003774	Stage 5 chronic kidney disease	biolink:PhenotypicFeature		['PMID:28748876']		infores:maxo	['infores:monarchinitiative']
MAXO:0000653	angiotensin receptor blocker therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0003774	Stage 5 chronic kidney disease	biolink:PhenotypicFeature		['PMID:32352694']		infores:maxo	['infores:monarchinitiative']
MAXO:0000477	orthopedic procedure	biolink:NamedThing				biolink:preventative_for_condition	HP:0002650	Scoliosis	biolink:PhenotypicFeature		['PMID:28327138']		infores:maxo	['infores:monarchinitiative']
MAXO:0010043	whole kidney transplantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0003774	Stage 5 chronic kidney disease	biolink:PhenotypicFeature		['PMID:32790687']		infores:maxo	['infores:monarchinitiative']
MAXO:0000756	blood transfusion	biolink:NamedThing				biolink:ameliorates_condition	HP:0004840	Hypochromic microcytic anemia	biolink:PhenotypicFeature		['PMID:20301608']		infores:maxo	['infores:monarchinitiative']
MAXO:0030010	ketogenic diet intake	biolink:NamedThing				biolink:ameliorates_condition	HP:0001250	Seizure	biolink:PhenotypicFeature		['PMID:12555938']		infores:maxo	['infores:monarchinitiative']
MAXO:0000944	cranial electrical stimulation	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:27565148']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0001903	Anemia	biolink:PhenotypicFeature		['PMID:23383526']		infores:maxo	['infores:monarchinitiative']
MAXO:0001175	liver transplantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:32398357']		infores:maxo	['infores:monarchinitiative']
MAXO:0000486	distraction osteogenesis	biolink:NamedThing				biolink:ameliorates_condition	HP:0002870	Obstructive sleep apnea	biolink:PhenotypicFeature		['PMID:23702195']		infores:maxo	['infores:monarchinitiative']
MAXO:0000233	antimetabolite agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0008346	Increased red cell sickling tendency	biolink:PhenotypicFeature		['PMID:25203083']		infores:maxo	['infores:monarchinitiative']
MAXO:0000747	hematopoietic stem cell transplantation	biolink:NamedThing				biolink:ameliorates_condition	MONDO:0011399	alpha thalassemia spectrum	biolink:Disease		['PMID:20301608']		infores:maxo	['infores:monarchinitiative']
MAXO:0000021	palliative care	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:36706436']		infores:maxo	['infores:monarchinitiative']
MAXO:0000160	antidepressant agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000712	Emotional lability	biolink:PhenotypicFeature		['PMID:20301556']		infores:maxo	['infores:monarchinitiative']
MAXO:0000448	surgical resection	biolink:NamedThing				biolink:ameliorates_condition	HP:0009711	Retinal capillary hemangioma	biolink:PhenotypicFeature		['PMID:20301636']		infores:maxo	['infores:monarchinitiative']
MAXO:0000445	antifibrinolytic agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001892	Abnormal bleeding	biolink:PhenotypicFeature		['PMID:20301765']		infores:maxo	['infores:monarchinitiative']
MAXO:0000166	antipsychotic agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000709	Psychosis	biolink:PhenotypicFeature		['PMID:20301546']		infores:maxo	['infores:monarchinitiative']
MAXO:0001479	allogeneic hematopoietic stem cell transplantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:14528111']		infores:maxo	['infores:monarchinitiative']
MAXO:0000110	vitamin D supplementation	biolink:NamedThing				biolink:ameliorates_condition	HP:0004915	Impairment of galactose metabolism	biolink:PhenotypicFeature		['PMID:3153325']		infores:maxo	['infores:monarchinitiative']
MAXO:0000780	human growth hormone replacement therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0004322	Short stature	biolink:PhenotypicFeature		['PMID:11344190']		infores:maxo	['infores:monarchinitiative']
MAXO:0000294	antithyroid agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0011781	Thyroid C cell hyperplasia	biolink:PhenotypicFeature		['PMID:20301434']		infores:maxo	['infores:monarchinitiative']
MAXO:0025001	surgical procedure on cardiovascular system	biolink:NamedThing				biolink:ameliorates_condition	HP:0001631	Atrial septal defect	biolink:PhenotypicFeature		['PMID:20306897']		infores:maxo	['infores:monarchinitiative']
MAXO:0000667	anesthesiology specialist evaluation	biolink:NamedThing				biolink:preventative_for_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:3839638']		infores:maxo	['infores:monarchinitiative']
MAXO:0000942	vagus nerve stimulation	biolink:NamedThing				biolink:ameliorates_condition	HP:0002069	Bilateral tonic-clonic seizure	biolink:PhenotypicFeature		['PMID:15502825']		infores:maxo	['infores:monarchinitiative']
MAXO:0000011	physical therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:31907286']		infores:maxo	['infores:monarchinitiative']
MAXO:0001223	chelator agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:28295188']		infores:maxo	['infores:monarchinitiative']
MAXO:0000448	surgical resection	biolink:NamedThing				biolink:ameliorates_condition	HP:0002888	Ependymoma	biolink:PhenotypicFeature		['PMID:20301380']		infores:maxo	['infores:monarchinitiative']
MAXO:0000942	vagus nerve stimulation	biolink:NamedThing				biolink:ameliorates_condition	HP:0002133	Status epilepticus	biolink:PhenotypicFeature		['PMID:20301348']		infores:maxo	['infores:monarchinitiative']
MAXO:0000221	NSAID therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0005227	Adenomatous colonic polyposis	biolink:PhenotypicFeature		['OMIM:175100']		infores:maxo	['infores:monarchinitiative']
MAXO:0000208	sodium channel inhibitor therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0002268	Paroxysmal dystonia	biolink:PhenotypicFeature		['PMID:23535490']		infores:maxo	['infores:monarchinitiative']
MAXO:0000167	anticonvulsant agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001250	Seizure	biolink:PhenotypicFeature		['PMID:11104662']		infores:maxo	['infores:monarchinitiative']
MAXO:0000083	acupuncture therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0012531	Pain	biolink:PhenotypicFeature		['PMID:34080441']		infores:maxo	['infores:monarchinitiative']
MAXO:0001001	gene therapy	biolink:NamedThing				biolink:ameliorates_condition	MONDO:0011382	sickle cell disease	biolink:Disease		['PMID:36992422']		infores:maxo	['infores:monarchinitiative']
MAXO:0000065	aerobic exercise therapy	biolink:NamedThing				biolink:preventative_for_condition	HP:0031058	Impairment of activities of daily living	biolink:PhenotypicFeature		['PMID:35698434']		infores:maxo	['infores:monarchinitiative']
MAXO:0001001	gene therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:28612714']		infores:maxo	['infores:monarchinitiative']
MAXO:0001255	cholic acid supplementation	biolink:NamedThing				biolink:ameliorates_condition	MONDO:0008967	congenital bile acid synthesis defect 4	biolink:Disease		['PMID:12512044']		infores:maxo	['infores:monarchinitiative']
MAXO:0001001	gene therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:34232977']		infores:maxo	['infores:monarchinitiative']
MAXO:0000455	cryosurgery	biolink:NamedThing				biolink:ameliorates_condition	HP:0009711	Retinal capillary hemangioma	biolink:PhenotypicFeature		['PMID:20301636']		infores:maxo	['infores:monarchinitiative']
MAXO:0001224	copper chelator agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0025321	Copper accumulation in liver	biolink:PhenotypicFeature		['PMID:26720766']		infores:maxo	['infores:monarchinitiative']
MAXO:0000908	phosphodiesterase inhibitor therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0002092	Pulmonary arterial hypertension	biolink:PhenotypicFeature		['PMID:21255763']		infores:maxo	['infores:monarchinitiative']
MAXO:0000174	anti-fungal agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0002841	Recurrent fungal infections	biolink:PhenotypicFeature		['PMID:20301656']		infores:maxo	['infores:monarchinitiative']
MAXO:0000234	aromatase inhibitor agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000826	Precocious puberty	biolink:PhenotypicFeature		['PMID:25719192']		infores:maxo	['infores:monarchinitiative']
MAXO:0001175	liver transplantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:19260507']		infores:maxo	['infores:monarchinitiative']
MAXO:0001175	liver transplantation	biolink:NamedThing				biolink:ameliorates_condition	MONDO:0013000	porphyria due to ALA dehydratase deficiency	biolink:Disease		['PMID:2063868']		infores:maxo	['infores:monarchinitiative']
MAXO:0001483	complement 5 inhibitor agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001878	Hemolytic anemia	biolink:PhenotypicFeature		['PMID:36866433']		infores:maxo	['infores:monarchinitiative']
MAXO:0000190	RAAS inhibitor therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001967	Diffuse mesangial sclerosis	biolink:PhenotypicFeature		['PMID:32352694']		infores:maxo	['infores:monarchinitiative']
MAXO:0000166	antipsychotic agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000709	Psychosis	biolink:PhenotypicFeature		['PMID:8866495']		infores:maxo	['infores:monarchinitiative']
MAXO:0000279	glucocorticoids/ mineralocorticoids therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0012531	Pain	biolink:PhenotypicFeature		['PMID:30153113']		infores:maxo	['infores:monarchinitiative']
MAXO:0000942	vagus nerve stimulation	biolink:NamedThing				biolink:ameliorates_condition	HP:0001250	Seizure	biolink:PhenotypicFeature		['PMID:11104662']		infores:maxo	['infores:monarchinitiative']
MAXO:0000452	ablation therapy	biolink:NamedThing				biolink:preventative_for_condition	HP:0004308	Ventricular arrhythmia	biolink:PhenotypicFeature		['PMID:34152392']		infores:maxo	['infores:monarchinitiative']
MAXO:0000780	human growth hormone replacement therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0004322	Short stature	biolink:PhenotypicFeature		['PMID:29109363']		infores:maxo	['infores:monarchinitiative']
MAXO:0010043	whole kidney transplantation	biolink:NamedThing				biolink:ameliorates_condition	HP:0003774	Stage 5 chronic kidney disease	biolink:PhenotypicFeature		['PMID:21722858']		infores:maxo	['infores:monarchinitiative']
MAXO:0010012	coenzyme Q10 supplementation	biolink:NamedThing				biolink:ameliorates_condition	MONDO:0012784	autosomal recessive ataxia due to ubiquinone deficiency	biolink:Disease		['PMID:32337771']		infores:maxo	['infores:monarchinitiative']
MAXO:0000515	extracorporeal membrane oxygenation	biolink:NamedThing				biolink:ameliorates_condition	HP:0001987	Hyperammonemia	biolink:PhenotypicFeature		['PMID:28298669']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:preventative_for_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:27908520']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0003270	Abdominal distention	biolink:PhenotypicFeature		['PMID:32111387']		infores:maxo	['infores:monarchinitiative']
MAXO:0001175	liver transplantation	biolink:NamedThing				biolink:ameliorates_condition	MONDO:0011214	progressive familial intrahepatic cholestasis type 3	biolink:Disease		['PMID:9419367']		infores:maxo	['infores:monarchinitiative']
MAXO:0001351	occupational therapy	biolink:NamedThing				biolink:preventative_for_condition	HP:0001263	Global developmental delay	biolink:PhenotypicFeature		['PMID:32657950']		infores:maxo	['infores:monarchinitiative']
MAXO:0000448	surgical resection	biolink:NamedThing				biolink:ameliorates_condition	HP:0011781	Thyroid C cell hyperplasia	biolink:PhenotypicFeature		['PMID:20301434']		infores:maxo	['infores:monarchinitiative']
MAXO:0000933	enzyme replacement or supplementation therapy	biolink:NamedThing				biolink:ameliorates_condition	MONDO:0009561	alpha-mannosidosis	biolink:Disease		['PMID:29716835']		infores:maxo	['infores:monarchinitiative']
MAXO:0000653	angiotensin receptor blocker therapy	biolink:NamedThing				biolink:preventative_for_condition	HP:0002616	Aortic root aneurysm	biolink:PhenotypicFeature		['PMID:20301510']		infores:maxo	['infores:monarchinitiative']
MAXO:0001001	gene therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:35302009']		infores:maxo	['infores:monarchinitiative']
MAXO:0001135	fat-soluble vitamin supplementation	biolink:NamedThing				biolink:ameliorates_condition	HP:0002630	Fat malabsorption	biolink:PhenotypicFeature		['PMID:30358967']		infores:maxo	['infores:monarchinitiative']
MAXO:0000004	surgical procedure	biolink:NamedThing				biolink:ameliorates_condition	HP:0010743	Short metatarsal	biolink:PhenotypicFeature		['PMID:25929771']		infores:maxo	['infores:monarchinitiative']
MAXO:0000011	physical therapy	biolink:NamedThing				biolink:preventative_for_condition	HP:0002061	Lower limb spasticity	biolink:PhenotypicFeature		['PMID:20301556']		infores:maxo	['infores:monarchinitiative']
MAXO:0000446	desmopressin agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0008330	Reduced von Willebrand factor activity	biolink:PhenotypicFeature		['PMID:20301765']		infores:maxo	['infores:monarchinitiative']
MAXO:0009082	arthroplasty	biolink:NamedThing				biolink:ameliorates_condition	HP:0003040	Arthropathy	biolink:PhenotypicFeature		['PMID:19300282']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:29113007']		infores:maxo	['infores:monarchinitiative']
MAXO:0010115	dietary calcium avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0003072	Hypercalcemia	biolink:PhenotypicFeature		['PMID:24081735']		infores:maxo	['infores:monarchinitiative']
MAXO:0000756	blood transfusion	biolink:NamedThing				biolink:preventative_for_condition	HP:0001297	Stroke	biolink:PhenotypicFeature		['PMID:29668544']		infores:maxo	['infores:monarchinitiative']
MAXO:0000500	airway management	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:26398130']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:21157327']		infores:maxo	['infores:monarchinitiative']
MAXO:0000667	anesthesiology specialist evaluation	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:27483660']		infores:maxo	['infores:monarchinitiative']
MAXO:0000802	avoid excessive exercise	biolink:NamedThing				biolink:preventative_for_condition	HP:0004308	Ventricular arrhythmia	biolink:PhenotypicFeature		['PMID:31078652']		infores:maxo	['infores:monarchinitiative']
MAXO:0000667	anesthesiology specialist evaluation	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:33978500']		infores:maxo	['infores:monarchinitiative']
MAXO:0000090	enteral nutrition intake	biolink:NamedThing				biolink:ameliorates_condition	HP:0001508	Failure to thrive	biolink:PhenotypicFeature		['PMID:35617449']		infores:maxo	['infores:monarchinitiative']
MAXO:0010000	dietary gluten intake avoidance	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:23077880']		infores:maxo	['infores:monarchinitiative']
MAXO:0000883	cognitive behavior therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0100543	Cognitive impairment	biolink:PhenotypicFeature		['PMID:36513779']		infores:maxo	['infores:monarchinitiative']
MAXO:0001224	copper chelator agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0006554	Acute hepatic failure	biolink:PhenotypicFeature		['PMID:12760731']		infores:maxo	['infores:monarchinitiative']
MAXO:0000743	sulfonylurea agent therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0008255	Transient neonatal diabetes mellitus	biolink:PhenotypicFeature		['PMID:15784703']		infores:maxo	['infores:monarchinitiative']
MAXO:0000011	physical therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001004	Lymphedema	biolink:PhenotypicFeature		['PMID:28748022']		infores:maxo	['infores:monarchinitiative']
MAXO:0000930	speech therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0001263	Global developmental delay	biolink:PhenotypicFeature		['PMID:26610320']		infores:maxo	['infores:monarchinitiative']
MAXO:0025001	surgical procedure on cardiovascular system	biolink:NamedThing				biolink:ameliorates_condition	HP:0001684	Secundum atrial septal defect	biolink:PhenotypicFeature		['PMID:16636503']		infores:maxo	['infores:monarchinitiative']
MAXO:0001129	vitamin supplementation	biolink:NamedThing				biolink:ameliorates_condition	HP:0001510	Growth delay	biolink:PhenotypicFeature		['PMID:28657829']		infores:maxo	['infores:monarchinitiative']
MAXO:0000884	behavioral dietary intervention	biolink:NamedThing				biolink:preventative_for_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:34444641']		infores:maxo	['infores:monarchinitiative']
MAXO:0001001	gene therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:10894210']		infores:maxo	['infores:monarchinitiative']
MAXO:0001351	occupational therapy	biolink:NamedThing				biolink:ameliorates_condition	HP:0000118	Phenotypic abnormality	biolink:PhenotypicFeature		['PMID:28947117']		infores:maxo	['infores:monarchinitiative']
MAXO:0010105	dietary trimethylamine N-oxide intake avoidance	biolink:NamedThing				biolink:preventative_for_condition	HP:0003614	Trimethylaminuria	biolink:PhenotypicFeature		['PMID:20301282']		infores:maxo	['infores:monarchinitiative']
MAXO:0000004	surgical procedure	biolink:NamedThing				biolink:preventative_for_condition	HP:0012281	Chylous ascites	biolink:PhenotypicFeature		['PMID:31478365']		infores:maxo	['infores:monarchinitiative']
