subject	subject_label	subject_category	subject_taxon	subject_taxon_label	negated	predicate	object	object_label	object_category	qualifiers	publications	has_evidence	primary_knowledge_source	aggregator_knowledge_source
MONDO:0976266	diarrhea 14, congenital	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:40174224']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0030118	silver-russell syndrome 4	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:28796236']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0009053	ALDH18A1-related de Barsy syndrome	biolink:Disease				biolink:has_mode_of_inheritance	HP:0003745	Sporadic	biolink:PhenotypicFeature		['OMIM:219150']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0030732	spermatogenic failure 69	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:31985809']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0009486	autosomal recessive Kenny-Caffey syndrome	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['OMIM:244460']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0013216	Diamond-Blackfan anemia 9	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:20116044']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0008419	scoliosis, isolated, susceptibility to, 1	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['OMIM:181800']	['ECO:0000304']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0013843	intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:22521417']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0012314	short QT syndrome type 3	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:15761194']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0014977	autosomal recessive limb-girdle muscular dystrophy type 2R1	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:27807076']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0100119	Knobloch syndrome 2	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:33693784']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0014940	neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:27545679']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0013371	dilated cardiomyopathy 1U	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:17186461']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0010257	prostate cancer, hereditary, X-linked 1	biolink:Disease				biolink:has_mode_of_inheritance	HP:0001417	X-linked inheritance	biolink:PhenotypicFeature		['OMIM:300147']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0012138	muscular dystrophy-dystroglycanopathy type B6	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['OMIM:608840']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0011866	pontocerebellar hypoplasia type 1A	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:19646678']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:22368301']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0007937	renal hypomagnesemia 2	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:11062458']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0007147	obstructive sleep apnea syndrome	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['OMIM:107650']	['ECO:0000304']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0958185	mitochondrial trifunctional protein deficiency 2	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:8651282']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0060642	neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:29198722']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0010064	spastic ataxia-corneal dystrophy syndrome	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['OMIM:271320']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0014516	microcephaly and chorioretinopathy 2	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:25344692']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0012239	congenital myopathy 4B, autosomal recessive	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['OMIM:609284']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0011405	poikiloderma with neutropenia	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:20004881']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0010554	Abruzzo-Erickson syndrome	biolink:Disease				biolink:has_mode_of_inheritance	HP:0001417	X-linked inheritance	biolink:PhenotypicFeature		['OMIM:302905']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0012295	complement component 5 deficiency	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:7730648']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0013615	craniosynostosis and dental anomalies	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:21741611']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0009335	hemolytic uremic syndrome, atypical, susceptibility to, 1	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['OMIM:235400']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0011749	oculocutaneous albinism type 1B	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['OMIM:606952']	['ECO:0000304']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0007509	ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:10431241']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0015024	ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:27838789']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0034109	congenital myopathy with reduced type 2 muscle fibers	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:30215711']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0013985	autosomal recessive nonsyndromic hearing loss 18B	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:23122587']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0032939	intellectual developmental disorder, autosomal dominant 63, with macrocephaly	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:32109419']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0014794	Meier-Gorlin syndrome 6	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['OMIM:616835']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0013074	encephalocraniocutaneous lipomatosis	biolink:Disease				biolink:has_mode_of_inheritance	HP:0003745	Sporadic	biolink:PhenotypicFeature		['OMIM:613001']	['ECO:0000304']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0020785	capillary malformation-arteriovenous malformation 2	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:28730721']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0012906	primary ciliary dyskinesia 9	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:18950741']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0011079	rhizomelic dysplasia, Patterson-Lowry type	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['OMIM:601438']	['ECO:0000304']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0011014	pleuropulmonary blastoma	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['OMIM:601200', 'PMID:19556464']	['ECO:0000304']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0100186	GTP cyclohydrolase I deficiency with hyperphenylalaninemia	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['PMID:7869202']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0007270	cardiomyopathy, familial restrictive, 1	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:12531876']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0859328	hypomagnesemia 7, renal, with or without dilated cardiomyopathy	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000006	Autosomal dominant inheritance	biolink:PhenotypicFeature		['PMID:34607910']	['ECO:0006017']	infores:hpo-annotations	['infores:monarchinitiative']
MONDO:0008790	anemia, nonspherocytic hemolytic, possibly due to defect in porphyrin metabolism	biolink:Disease				biolink:has_mode_of_inheritance	HP:0000007	Autosomal recessive inheritance	biolink:PhenotypicFeature		['OMIM:206400']	['ECO:0000501']	infores:hpo-annotations	['infores:monarchinitiative']
