subject	subject_label	subject_category	subject_taxon	subject_taxon_label	negated	predicate	object	object_label	object_category	qualifiers	publications	has_evidence	primary_knowledge_source	aggregator_knowledge_source
HGNC:9820	RAD51C	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0003582	hereditary breast ovarian cancer syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:11758	TFG	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0015447	differentiated thyroid carcinoma	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:1161	CEP55	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009359	multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:28213	PIGY	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016596	hyperphosphatasia-intellectual disability syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:2858	DGUOK	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0014899	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:32925	ATXN8	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0012116	spinocerebellar ataxia type 8	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:4817	HARS2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009300	Perrault syndrome 1	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:11362	STAT1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0013427	immunodeficiency 31B	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:25964	RETREG1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019941	hereditary sensory and autonomic neuropathy type 2	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:10783	SRSF2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0020311	chronic myelomonocytic leukemia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:7436	MTHFR	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0035401	isolated anencephaly	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:30500	PRRT2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0700088	paroxysmal nonkinesigenic dyskinesia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:4388	GNAL	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0014033	dystonia 25	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:29944	TENM3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0000170	microphthalmia, isolated, with coloboma	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:14334	MRTFA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0850067	immune deficiency due to impaired neutrophil phagocytosis and migration	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:2909	DLL3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0010180	autosomal recessive spondylocostal dysostosis	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:26594	DOK7	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0020344	postsynaptic congenital myasthenic syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:29685	IARS2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0014455	cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:8734	NUP85	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019006	familial idiopathic steroid-resistant nephrotic syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:4390	GNAQ	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0008094	familial multiple nevi flammei	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:10683	SDHD	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0017190	sporadic pheochromocytoma/secreting paraganglioma	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:31582	MIR204	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0014747	familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:17994	TRPM7	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0015372	autosomal dominant macrothrombocytopenia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:132	ACTB	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0100433	ACTB-associated syndromic thrombocytopenia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:18746	SLURP1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009552	mal de Meleda	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:29602	PDPN	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0011929	chromosome 1p36 deletion syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:26002	CASZ1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0011929	chromosome 1p36 deletion syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:7097	MIF	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009061	cystic fibrosis	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:11073	SLC9A3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009061	cystic fibrosis	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:23483	DOCK11	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0958137	early-onset autoimmune disorder due to DOCK11 partial deficiency	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:18233	BANK1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0007915	systemic lupus erythematosus	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:30071	KIAA0319L	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0007915	systemic lupus erythematosus	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:9299	PPP2CA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0100038	complex neurodevelopmental disorder	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:3413	EPM2A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009697	Lafora disease	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:3755	FLNB	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0007875	Larsen syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:4707	GYS2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009414	glycogen storage disorder due to hepatic glycogen synthase deficiency	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:2198	COL1A2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009159	Ehlers-Danlos syndrome, cardiac valvular type	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:16873	FIG4	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0008995	Yunis-Varon syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6442	KRT5	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0008371	Dowling-Degos disease	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:3072	DUSP6	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018800	Kallmann syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:11782	TH	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0011551	TH-deficient dopa-responsive dystonia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:5009	HMGA2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019784	12q14 microdeletion syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:5383	IDH2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016689	gemistocytic astrocytoma	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:8846	PER2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0015609	advanced sleep phase syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:26527	HGSNAT	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009657	mucopolysaccharidosis type 3C	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:11892	TNF	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:contributes_to	MONDO:0008000	migraine with or without aura, susceptibility to, 1	biolink:Disease					
HGNC:14432	TMEM237	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0012308	Joubert syndrome with renal defect	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:9083	PLOD3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0012892	bone fragility with contractures, arterial rupture, and deafness	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6176	ITPA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0014719	developmental and epileptic encephalopathy, 35	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:19191	DOCK8	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0015802	autosomal dominant non-syndromic intellectual disability	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:17997	FKRP	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:1040033	congenital muscular dystrophy without intellectual disability	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:16035	STRC	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019588	hearing loss, autosomal recessive	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:28762	AFG2B	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019588	hearing loss, autosomal recessive	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:2330	CPT2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0012136	carnitine palmitoyl transferase II deficiency, neonatal form	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:13345	LPIN1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0020504	hereditary recurrent myoglobinuria	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:24116	RNASEH2C	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018866	Aicardi-Goutieres syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:4092	GAD1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016215	spastic quadriplegic cerebral palsy	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:9577	PSPH	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0013531	PSPH deficiency	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:8923	PHGDH	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0011152	PHGDH deficiency	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:24595	DYNC2LI1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009162	Ellis-van Creveld syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6636	LMNA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018901	left ventricular noncompaction	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:30492	DNAAF3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016575	primary ciliary dyskinesia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:23247	DNAL1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016575	primary ciliary dyskinesia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:26293	SPEF2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016575	primary ciliary dyskinesia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:1393	CACNA1F	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0010371	Aland island eye disease	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:9942	PRPH2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018877	retinitis punctata albescens	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:2488	NKX2-5	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0008542	tetralogy of fallot	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:9330	PQBP1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019766	X-linked intellectual disability, Porteous type	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:30839	KRT25	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0008686	isolated familial wooly hair disorder	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:3686	FGF8	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019757	alobar holoprosencephaly	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:583	APC	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016860	familial adenomatous polyposis due to 5q22.2 microdeletion	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:4877	HESX1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016411	hypothyroidism due to deficient transcription factors involved in pituitary development or function	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:21734	LHX4	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009880	short stature-pituitary and cerebellar defects-small sella turcica syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:1349	SAMD9L	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0008038	ataxia-pancytopenia syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:13176	IKZF1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018229	Stevens-Johnson syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:15899	NDUFAF5	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0100133	mitochondrial complex I deficiency	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:26169	CTC1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0012815	Coats plus syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6585	LHCGR	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019930	Leydig cell hypoplasia due to complete LH resistance	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:7490	MT-TL1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0017933	hypertrophic cardiomyopathy and renal tubular disease due to mitochondrial DNA mutation	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:10013	GRK1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019152	Oguchi disease	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:10471	RUNX1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0020333	aggressive systemic mastocytosis	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:2978	DNMT3A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019456	acute myeloid leukemia with multilineage dysplasia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:3661	FGA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0014452	familial dysfibrinogenemia	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6024	IL7R	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0015701	T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6106	FOXP3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0010580	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:24671	FLAD1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018333	multiple acyl-CoA dehydrogenase deficiency, mild type	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:9005	PITX2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019187	Axenfeld-Rieger syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:15979	TP63	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0007123	ankyloblepharon filiforme adnatum-cleft palate syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:1149	BUB1B	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0000141	mosaic variegated aneuploidy syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:7103	MIP	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0020376	early-onset nuclear cataract	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:2200	COL2A1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0019669	hypochondrogenesis	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:12518	UCP2	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0017183	hyperinsulinism due to UCP2 deficiency	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:7610	MYOC	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0009277	glaucoma 3A	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:1068	BMP15	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018369	immature ovarian teratoma	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:9608	PTH1R	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0008970	chondrodysplasia Blomstrand type	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6696	LRP4	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0020344	postsynaptic congenital myasthenic syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:12496	UBE3A	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018461	Angelman syndrome due to a point mutation	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:5044	HNRNPK	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0014700	Au-Kline syndrome	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:17158	PLD3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0033481	spinocerebellar ataxia 46	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:1399	CACNA2D1	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0018614	undetermined early-onset epileptic encephalopathy	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:6297	KCNQ3	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0016027	benign neonatal seizures	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
HGNC:4878	HEXA	biolink:Gene	NCBITaxon:9606	Homo sapiens		biolink:gene_associated_with_condition	MONDO:0017726	Tay-Sachs disease, B variant, adult form	biolink:Disease				infores:orphanet	['infores:monarchinitiative']
