g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P00070,PLCB4,600810,9059,,PLCB4-related auriculocondylar syndrome,614669,MONDO:0013845,monoallelic_autosomal,,strong,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000006; HP:0000160; HP:0000162; HP:0000175; HP:0000256; HP:0000311; HP:0000347; HP:0000358; HP:0000369; HP:0000378; HP:0000384; HP:0000402; HP:0000678; HP:0000689; HP:0002094; HP:0002104; HP:0004451; HP:0004453; HP:0005216; HP:0007627; HP:0007628; HP:0008537; HP:0008559; HP:0009088; HP:0009102,22560091; 23315542; 28328130; 35170830,23913798; 27007857; 32201334; 33131036; 34995019; 37208246; 37596802; 38414442; 38618928,DD; Skeletal,,2025-01-27 15:21:45+00:00,
G2P00074,TRAPPC2,300202,23068,HYP38334; MIP-2A; SEDL; SEDT; TRS20; ZNF547L,TRAPPC2-related spondyloepiphyseal dysplasia tarda,313400,MONDO:0010737,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,,HP:0000470; HP:0000926; HP:0001376; HP:0001419; HP:0001552; HP:0002650; HP:0002655; HP:0002808; HP:0002812; HP:0002829; HP:0002866; HP:0002938; HP:0003090; HP:0003521; HP:0004594; HP:0007759; HP:0008843; HP:0010582; HP:0100864,10431248; 14755465; 31053099; 33726005; 37693308,10999831; 11252002; 11326333; 11349230; 11424925; 11443194; 11760838; 12030902; 12041616; 12446987; 12650905; 12919139; 12939648; 14624098; 14763708; 15221797; 15316971; 15818804; 15952107; 19002213; 19417549; 19766614; 22563562; 23656395; 23876379; 24841781; 25521980; 26594095; 30083037; 32471379; 32953644; 36650946; 39948659; 9990351,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00076,CDC6,602627,1744,CDC18L,CDC6-related Meier-Gorlin syndrome,613805,MONDO:0013432,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000028; HP:0000054; HP:0000252; HP:0000325; HP:0000327; HP:0000343; HP:0000347; HP:0000369; HP:0000385; HP:0001270; HP:0001508; HP:0001511; HP:0002020; HP:0002750; HP:0003042; HP:0003090; HP:0003100; HP:0003561; HP:0005487; HP:0006361; HP:0006443; HP:0008551; HP:0011968,11477602,22333897,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00077,IFT140,614620,29077,GS114; KIAA0590; WDTC2,IFT140-related short-rib thoracic dysplasia with or without polydactyly,266920,MONDO:0009964,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000090; HP:0000107; HP:0000110; HP:0000112; HP:0000252; HP:0000510; HP:0000556; HP:0000572; HP:0000639; HP:0000773; HP:0001251; HP:0001363; HP:0001395; HP:0001396; HP:0001903; HP:0002240; HP:0002652; HP:0003090; HP:0003593; HP:0003774; HP:0003812; HP:0003828; HP:0004322; HP:0009803; HP:0010442; HP:0010579; HP:0100543; HP:0100864,22503633; 26359340; 26968735,23418020; 24698627; 26497376; 27874174; 28288023; 28724397; 29688594; 30479745; 32007091; 34217267; 34890546; 35137044; 35873489; 36063079; 36393898; 36755831; 38084016; 38465144; 39015124; 39594267; 40322363; 40337643; 40370963,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00078,PIGV,610274,26031,FLJ20477; GPI-MT-II; PIG-V,PIGV-related hyperphosphatasia with intellectual developmental disorder,239300,MONDO:0009398,biallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000007; HP:0000175; HP:0000204; HP:0000219; HP:0000238; HP:0000272; HP:0000303; HP:0000316; HP:0000322; HP:0000358; HP:0000407; HP:0000431; HP:0000455; HP:0000582; HP:0000637; HP:0001090; HP:0001182; HP:0001216; HP:0001249; HP:0001250; HP:0001252; HP:0001344; HP:0001357; HP:0001545; HP:0001792; HP:0001831; HP:0002019; HP:0002251; HP:0002553; HP:0002714; HP:0003155; HP:0009882; HP:0010804; HP:0010864,17351347; 20802478,21739589; 22315194; 24129430; 27177984; 28817240; 29310717; 36833286; 37372388; 38790248,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00087,GDF5,601146,4220,BMP14; CDMP1,"GDF5-related acromesomelic chondrodysplasia, Grebe type",200700,MONDO:0008703,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0000007; HP:0000954; HP:0001156; HP:0001162; HP:0001371; HP:0001522; HP:0001772; HP:0001773; HP:0001792; HP:0001964; HP:0002827; HP:0002984; HP:0002986; HP:0002990; HP:0002999; HP:0003022; HP:0003038; HP:0003042; HP:0003086; HP:0003097; HP:0003826; HP:0004097; HP:0005096; HP:0005736; HP:0005792; HP:0005914; HP:0006011; HP:0006014; HP:0006092; HP:0006110; HP:0006144; HP:0006228; HP:0006498; HP:0008081; HP:0008119; HP:0008873; HP:0008890; HP:0008905; HP:0009778; HP:0009803; HP:0010049; HP:0010624; HP:0010743; HP:0010760; HP:0011927,12121354; 12124730; 12900894; 16222676; 18629880; 2703235; 9288098,12407712; 12687891; 18283415; 18979166; 25820810; 25994865; 26105076; 26275437; 26926249; 27577507; 33872773; 37064338; 8589725; 9489798,DD; Skeletal,,2025-01-28 18:04:23+00:00,
G2P00094,SALL1,602218,10524,HSAL1; TBS; ZNF794,SALL1-related Townes-Brocks syndrome,107480,MONDO:0054581,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000003; HP:0000006; HP:0000028; HP:0000047; HP:0000048; HP:0000076; HP:0000083; HP:0000089; HP:0000110; HP:0000136; HP:0000143; HP:0000252; HP:0000384; HP:0000400; HP:0000407; HP:0000567; HP:0000821; HP:0001177; HP:0001199; HP:0001249; HP:0001440; HP:0001537; HP:0001629; HP:0001636; HP:0001864; HP:0002020; HP:0002023; HP:0002025; HP:0002247; HP:0004453; HP:0004467; HP:0004691; HP:0004792; HP:0006097; HP:0006179; HP:0008551; HP:0009779; HP:0009921; HP:0009944; HP:0010331; HP:0010481; HP:0010709; HP:0010743; HP:0011304; HP:0100015,10533063; 10928856; 11484202; 14755477; 17431915; 18000979; 9425907; 9973281,10051003; 10631923; 10654325; 10819639; 10905896; 11102974; 11478532; 12660411; 14627694; 16088922; 16470706; 16892410; 16971658; 17221874; 17910067; 19005989; 19204018; 19737635; 20003547; 20520617; 21253317; 22308078; 23069192; 23894113; 24429398; 25336016; 27073431; 27277004; 29110636; 31981611; 32037394; 32656166; 33438842; 33478437; 35707773; 36051141; 36252910; 36675424; 36833185; 37637690; 37644569; 38296632; 38584358; 38721582; 38899216; 39910415; 40348827; 40616106; 40658219,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00103,XYLT1,608124,15516,PXYLT1; XT-I,XYLT1-related Desbuquois dysplasia,615777,MONDO:0014343,biallelic_autosomal,,strong,absent gene product; altered gene product structure,frameshift_variant; missense_variant; regulatory_region_variant; short_tandem_repeat_change; splice_donor_variant; stop_gained,loss of function,inferred,,,,23982343; 24581741; 30554721; 35081921,26601923; 27030147; 27481334; 27871115; 27881841; 28085539; 28462984; 30847897; 39273648,DD; Skeletal,,2025-06-04 12:52:28+00:00,
G2P00105,CHSY1,608183,17198,CSS1; KIAA0990,CHSY1-related Temtamy preaxial brachydactyly syndrome,605282,MONDO:0011533,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000175; HP:0000592; HP:0000648; HP:0000664; HP:0000691; HP:0000699; HP:0001159; HP:0001234; HP:0002002; HP:0002553; HP:0002974; HP:0008368; HP:0008619; HP:0009702; HP:0010049; HP:0010743; HP:0011087,19952732; 21129727; 21129728; 9823490,18194513; 24269551; 27160288; 27192887; 33218427,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00107,IFT172,607386,30391,BBS20; NPHP17; OSM-1; SLB; WIM,IFT172-related short-rib thoracic dysplasia with or without polydactyly,615630,MONDO:0014284,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,24140113; 25168386,25492405; 25664603; 26763875; 31587445; 33037165; 33393400; 37471416; 40370963,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00114,AGA,613228,318,ASRG,AGA-related aspartylglucosaminuria,208400,MONDO:0008830,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000053; HP:0000154; HP:0000158; HP:0000179; HP:0000248; HP:0000252; HP:0000280; HP:0000283; HP:0000463; HP:0000518; HP:0000750; HP:0000926; HP:0000943; HP:0001061; HP:0001071; HP:0001249; HP:0001250; HP:0001252; HP:0001257; HP:0001264; HP:0001382; HP:0001609; HP:0001653; HP:0001875; HP:0001922; HP:0001939; HP:0002014; HP:0002059; HP:0002205; HP:0002240; HP:0002376; HP:0002650; HP:0002684; HP:0002738; HP:0002750; HP:0002756; HP:0002808; HP:0003302; HP:0003304; HP:0004322; HP:0004568; HP:0005280; HP:0012068; HP:0100790,1765378; 6883788; 8776587,10353787; 10399108; 10444340; 10571008; 12366426; 1301945; 15316370; 15365992; 1577713; 1722323; 1877620; 1879549; 1904874; 19100247; 23271757; 2798347; 28063748; 29247835; 30564628; 3228136; 33335842; 33439067; 38831911; 6788730; 6796777; 7627186; 7795599; 7813081; 7881426; 8064811; 8322015; 8336405; 8373629; 9137882; 9338856; 9427148; 9627765,DD; Skin; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00117,COL11A2,120290,2187,DFNA13; DFNB53; HKE5,COL11A2-related otospondylomegaepiphyseal dysplasia,215150,MONDO:0044206,biallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,,HP:0000007; HP:0000175; HP:0000201; HP:0000272; HP:0000347; HP:0000410; HP:0000414; HP:0000463; HP:0000478; HP:0000926; HP:0001371; HP:0002656; HP:0002829; HP:0002938; HP:0003015; HP:0003026; HP:0003037; HP:0003088; HP:0003417; HP:0004279; HP:0004322; HP:0004679; HP:0005003; HP:0006237; HP:0006532; HP:0009803; HP:0010049,10677296; 15558753; 16189708; 16637051; 21204229; 21208667; 32341816; 37347055; 7859284; 9188673,18381781; 18846651; 25633957; 29456477; 31299979; 33348901; 37646720; 38859940,DD; Skeletal; Ear,,2025-04-09 08:56:18+00:00,
G2P00118,DLX5,600028,2918,,DLX5-related split-hand and foot malformation,220600,MONDO:0009080,biallelic_autosomal,,limited,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000007; HP:0000407; HP:0001171; HP:0001182; HP:0001597; HP:0001839; HP:0002650; HP:0003510,22121204,17898012; 19401716; 19449426; 19707792; 23169702; 24163146; 24496061; 25196357; 25332435; 26839112; 27085093; 28794912; 30101460; 37124614; 37776184; 37916192,DD; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00119,BRCA1,113705,1100,BRCC1; FANCS; PPP1R53; RNF53,BRCA1-related Fanconi anemia,617883,MONDO:0054748,biallelic_autosomal,potential secondary finding,strong,absent gene product,,loss of function,inferred,,,,12624153; 34680915,10464601; 10865297; 10926816; 11606115; 12393516; 12696073; 14716783; 15066328; 17007089; 20033483; 22113256; 23580280; 25472942; 27397041; 27690720; 27760710; 29133208; 29435075; 29712865; 31456542; 31954625; 32826590; 32843487; 35373906; 36292577; 36505034; 38146508; 38669137; 40519302; 7611288; 8531977; 8990212; 9077645; 9469320; 9714446,DD; Skeletal,,2023-05-24 09:07:26+00:00,
