g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P00035,FTL,134790,3999,FTL1; MGC71996; NBIA3,FTL-related hereditary hyperferritinemia-cataract syndrome,600886,MONDO:0010952,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0003281; HP:0010693; HP:0100018,10759702; 11849230; 12200611; 19176363; 7493028; 7669675; 9226182; 9292547; 9414300; 9414313,11308047; 11438811; 12199804; 12547246; 14662596; 15046083; 15180450; 15280904; 16116125; 16406710; 16518306; 16822677; 16999731; 17142829; 17579362; 17951290; 18854324; 20065344; 20617342; 21210779; 21541272; 21907119; 22020773; 22278127; 22515742; 22881709; 23239021; 23421845; 23814539; 24003015; 24825732; 24907184; 24983587; 25720123; 26142024; 26849797; 27096259; 27158664; 27667161; 27753142; 28636169; 29269865; 29426274; 29797321; 30401656; 30678075; 32464705; 33221470; 33548513; 34064225; 34789084; 36778397; 37069863; 37569253; 37867341; 38341652; 38869770; 39987942; 40085774; 7492760; 8781450,DD; Eye,,2019-10-16 15:56:51+00:00,
G2P00037,COL2A1,120140,2200,AOM; SEDC; STL1,COL2A1-related Kniest dysplasia,156550,MONDO:0007987,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,,HP:0000006; HP:0000023; HP:0000175; HP:0000272; HP:0000311; HP:0000403; HP:0000405; HP:0000470; HP:0000518; HP:0000520; HP:0000541; HP:0000545; HP:0000926; HP:0000947; HP:0001270; HP:0001288; HP:0001537; HP:0002098; HP:0002663; HP:0002779; HP:0002812; HP:0002827; HP:0002829; HP:0003015; HP:0003037; HP:0003273; HP:0003417; HP:0003521; HP:0004619; HP:0005280; HP:0006172; HP:0008271; HP:0008839; HP:0200003,26443184; 26626311; 7849719; 7874117; 7981752; 8702139; 8863156; 8893763; 9452022,10406661; 11297324; 12205109; 14644246; 15076581; 15895462; 17726487; 18309338; 19072565; 19764028; 20513134; 21250907; 21332586; 21442341; 22189268; 22717203; 23188137; 24664531; 25592122; 26345137; 26435866; 27152560; 27234559; 28109507; 29928178; 30608389; 31245322; 31758797; 31854518; 32071555; 32648279; 34737199; 37141942; 37489771; 38013291; 38020103; 39425611; 39849673; 4014370; 40475174; 7700721; 7847372; 8157027; 8702133; 8723099; 9066888; 9269170; 9468540; 9675039; 9800905,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00041,PLK4,605031,11397,SAK; STK18,"PLK4-related microcephaly, growth failure and retinopathy",616171,MONDO:0014516,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,25344692,25320347; 26050940; 26452337; 27650967; 28832566; 33756487; 35185781; 35536377,DD; Eye,,2015-07-22 16:14:12+00:00,
G2P00043,CLN3,607042,2074,BTN1; BTS; JNCL,CLN3-related neuronal ceroid lipofuscinosis,204200,MONDO:0008767,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000510; HP:0000529; HP:0000550; HP:0000608; HP:0000618; HP:0000648; HP:0000709; HP:0000726; HP:0000739; HP:0001249; HP:0001250; HP:0001260; HP:0001300; HP:0001317; HP:0001336; HP:0001922; HP:0002059; HP:0002074; HP:0002361; HP:0002505; HP:0003205; HP:0003208; HP:0003463,10749980; 19489875; 7553855; 7887420; 9311735; 9450775,10514828; 11142754; 11579433; 11588997; 11723391; 12025857; 15032383; 15818814; 15991331; 16087292; 16754648; 18684116; 20160229; 21499717; 22013180; 22411240; 23430803; 23489355; 23775425; 23838031; 23860047; 23877479; 24625443; 24827497; 24979587; 25523638; 25666632; 26336202; 26360874; 27486012; 29049447; 30050370; 30053402; 30553701; 30769084; 30783219; 30884409; 30892110; 32154056; 33073538; 33559393; 33681754; 33783722; 34313756; 34547583; 35233790; 35356463; 35627432; 35716526; 36777709; 36873386; 37039534; 37771451; 38242022; 38340894; 38500130; 39563673; 39821609; 40355884; 8969009; 9004140; 9151312; 9392580,DD; Eye,,2015-07-22 16:14:12+00:00,
G2P00050,FOXE3,601094,3808,FKHL12; FREAC8,FOXE3-related congenital primary aphakia,610256,MONDO:0012456,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000526; HP:0000568; HP:0000647; HP:0000659; HP:0007700; HP:0007707; HP:0007779,11159941; 16826526; 20140963; 20361012; 20664696; 22204637; 27669367; 29136273; 29878917,19708017; 20806047; 24689660; 29314435; 34046667; 36192130; 37628625; 37758467; 40330260,DD; Eye,,2018-01-20 15:35:29+00:00,
G2P00052,CLN8,607837,2079,C8ORF61; EPMR; FLJ39417; TLCD6,CLN8-related neuronal ceroid lipofuscinosis,600143,MONDO:0010830,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000529; HP:0000711; HP:0000737; HP:0000750; HP:0001249; HP:0001250; HP:0001251; HP:0001268; HP:0001272; HP:0001336; HP:0002059; HP:0002069; HP:0002074; HP:0002312; HP:0002353; HP:0002376; HP:0002384; HP:0003205; HP:0003677,10508524; 16570191; 19431184,11332769; 12025857; 15024724; 17129765; 17560505; 19807737; 22220808; 22964447; 26443629; 27844444; 28102781; 28116333; 29422019; 31105743; 31982899; 33358637; 33925474; 34201538; 34247824; 36011304; 38528770; 38751748; 39675099,DD; Eye,,2015-07-22 16:14:13+00:00,
G2P00053,MKKS,604896,7108,BBS6,MKKS-related McKusick-Kaufman syndrome,236700,MONDO:0009367,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000028; HP:0000054; HP:0000072; HP:0000077; HP:0000113; HP:0000126; HP:0000135; HP:0000137; HP:0000143; HP:0000145; HP:0000148; HP:0000218; HP:0000256; HP:0000365; HP:0000483; HP:0000486; HP:0000501; HP:0000510; HP:0000518; HP:0000545; HP:0000556; HP:0000639; HP:0000668; HP:0000678; HP:0000750; HP:0000819; HP:0000822; HP:0000969; HP:0001007; HP:0001080; HP:0001156; HP:0001159; HP:0001162; HP:0001249; HP:0001251; HP:0001263; HP:0001328; HP:0001374; HP:0001395; HP:0001513; HP:0001586; HP:0001712; HP:0001773; HP:0001829; HP:0002023; HP:0002089; HP:0002099; HP:0002141; HP:0002167; HP:0002251; HP:0002370; HP:0006159; HP:0007707; HP:0008734; HP:0009466; HP:0009806; HP:0010442; HP:0010741; HP:0030962,10802661,10465109; 10973238; 10973251; 11341887; 11377969; 12107442; 12424774; 15266619; 15340663; 21954533; 22090721; 24689075; 26900326; 28624958; 29127258; 29232001; 29866251; 33363891; 33520300; 33741323; 35912300; 37214064; 37239474; 38694397; 39092285,DD; Eye,,2017-08-29 10:12:57+00:00,
G2P00056,LRPAP1,104225,6701,A2MRAP; ALPHA-2-MRAP; HBP44; RAP,"LRPAP1-related myopia, extreme",615431,MONDO:0014183,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,23830514,25525168; 26271838; 28442722; 31607522; 39444998,DD; Eye,,2017-08-29 08:44:22+00:00,
G2P00061,SLC4A11,610206,16438,BTR1; CDPD1; CHED2; DJ794I6.2; FECD4; NABC1,SLC4A11-related corneal endothelial dystrophy with or without deafness,217700,MONDO:0009019,biallelic_autosomal,potential secondary finding,strong,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000407; HP:0001131; HP:0003577; HP:0007957,16767101; 17220209; 17679935; 20848555; 24351571; 30856043; 31420327,11836359; 17262014; 17397048; 17667634; 18363173; 18474783; 18922146; 19369245; 20108384; 23615275; 23922488; 25138764; 25500497; 26286922; 31714402; 32884076; 34637099; 35291925; 35439766; 35672901; 36037197; 36833236; 37787991; 39319907,DD; Eye,,2022-08-03 13:23:11+00:00,
G2P00064,VSX2,142993,1975,CHX10; HOX10; RET1,VSX2-related microphthalmia with cataracts and iris abnormalities,610092,MONDO:0012408,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0000007; HP:0000518; HP:0000568; HP:0000589,10932181; 15257456,20057906; 20215382; 24001013; 24033328; 24859618; 28121235; 37628625,DD; Eye,,2017-08-31 09:00:29+00:00,
G2P00077,IFT140,614620,29077,GS114; KIAA0590; WDTC2,IFT140-related short-rib thoracic dysplasia with or without polydactyly,266920,MONDO:0009964,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000090; HP:0000107; HP:0000110; HP:0000112; HP:0000252; HP:0000510; HP:0000556; HP:0000572; HP:0000639; HP:0000773; HP:0001251; HP:0001363; HP:0001395; HP:0001396; HP:0001903; HP:0002240; HP:0002652; HP:0003090; HP:0003593; HP:0003774; HP:0003812; HP:0003828; HP:0004322; HP:0009803; HP:0010442; HP:0010579; HP:0100543; HP:0100864,22503633; 26359340; 26968735,23418020; 24698627; 26497376; 27874174; 28288023; 28724397; 29688594; 30479745; 32007091; 34217267; 34890546; 35137044; 35873489; 36063079; 36393898; 36755831; 38084016; 38465144; 39015124; 39594267; 40322363; 40337643; 40370963,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00082,SLC2A1,138140,11005,CSE; DYT18; DYT9; GLUT; GLUT-1; GLUT1; HTLVR,SLC2A1-related glucose transporter type 1 deficiency syndrome,606777,MONDO:0011724,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000007; HP:0000737; HP:0000750; HP:0001249; HP:0001250; HP:0001251; HP:0001257; HP:0001260; HP:0001263; HP:0001266; HP:0001269; HP:0001289; HP:0001328; HP:0001332; HP:0001336; HP:0001347; HP:0001923; HP:0001939; HP:0002059; HP:0002076; HP:0002268; HP:0002353; HP:0002360; HP:0003470; HP:0003487; HP:0003593; HP:0003812; HP:0003829; HP:0005484; HP:0007704; HP:0011972; HP:0011973; HP:0100660,10980529; 11136715; 11603379; 14605501; 1714544; 18403583; 18451999; 18577546; 18606970; 19630075; 19901175; 20221955; 9462754,23340081; 24200040; 24487825; 25256448; 25487684; 25532859; 25564316; 25616474; 26193382; 26216499; 26267703; 26336901; 26537434; 26811264; 26933557; 26982753; 27250207; 27265003; 27351150; 27725288; 27927575; 28018440; 28042592; 28116237; 28124377; 28378819; 28407523; 28443597; 28507422; 28582795; 29223885; 29266039; 29303961; 29306089; 29730803; 29741207; 29899725; 30076047; 30115503; 30271476; 30320424; 30363555; 30616884; 30876650; 30895386; 30937099; 31035243; 31045803; 31055589; 31061833; 31196579; 31352161; 31401500; 31769253; 32134591; 32247176; 32404902; 32712428; 32847563; 32913944; 32983954; 33248857; 33584489; 33806661; 34066437; 34332575; 34573360; 34589708; 34612610; 34674205; 34676189; 34880899; 35279228; 35328965; 35388452; 35500464; 35740271; 35979408; 36054588; 36303089; 36362347; 36618999; 36842888; 36938875; 37076312; 37244032; 37358920; 37593212; 38190079; 38803061; 38851145; 39009233; 39629096; 39745620; 39830115; 40048124; 40217381; 40450905; 40609285; 40738011,DD; Eye,,2020-12-02 13:08:57+00:00,
G2P00092,CRYBB2,123620,2398,CCA2; CRYB2; CRYB2A,CRYBB2-related cataract,601547,MONDO:0011104,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0000006; HP:0003682; HP:0003812; HP:0007787; HP:0007834; HP:0007976; HP:0010693; HP:0010922; HP:0100018,10634616; 11424921; 16179907; 18449377; 21245961; 24312286; 27385965; 8812489; 9158139,11857735; 18587492; 19182255; 30364188; 30450742; 32498547; 33594837; 36075891; 36939803; 37076855; 37680813; 38869770,DD; Eye,,2024-12-11 11:23:42+00:00,
G2P00095,PDE6G,180073,8789,PDEG; RP57,PDE6G-related retinitis pigmentosa,613582,MONDO:0013315,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000510; HP:0000543; HP:0000556; HP:0007843; HP:0011505,20655036,39160471,DD; Eye,,2017-08-29 14:27:13+00:00,
G2P00097,JAM3,606871,15532,JAM-3; JAM-C; JAMC,"JAM3-related hemorrhagic destruction of the brain, subependymal calcification, and cataracts",613730,MONDO:0013394,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000028; HP:0000086; HP:0000800; HP:0001250; HP:0001257; HP:0001263; HP:0001321; HP:0001347; HP:0002119; HP:0002240; HP:0003577; HP:0005484,21109224; 23255084,34159711; 34292449; 34440371; 36798868; 37780041; 39464599,DD; Eye,,2017-08-28 11:35:58+00:00,
G2P00100,BBS10,610148,26291,C12ORF58; FLJ23560,BBS10-related Bardet-Biedl syndrome,615987,MONDO:0014438,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000003; HP:0000007; HP:0000026; HP:0000054; HP:0000077; HP:0000110; HP:0000135; HP:0000137; HP:0000141; HP:0000148; HP:0000218; HP:0000256; HP:0000365; HP:0000458; HP:0000483; HP:0000486; HP:0000501; HP:0000505; HP:0000510; HP:0000518; HP:0000545; HP:0000548; HP:0000556; HP:0000639; HP:0000668; HP:0000678; HP:0000750; HP:0000798; HP:0000819; HP:0000822; HP:0001007; HP:0001080; HP:0001156; HP:0001159; HP:0001162; HP:0001249; HP:0001251; HP:0001263; HP:0001328; HP:0001395; HP:0001513; HP:0001712; HP:0001773; HP:0001829; HP:0001959; HP:0002099; HP:0002141; HP:0002167; HP:0002251; HP:0002370; HP:0003774; HP:0004409; HP:0007401; HP:0007641; HP:0007707; HP:0008734; HP:0009466; HP:0009806; HP:0010442,16582908; 20805367; 26762677,16823392; 17106446; 17980398; 20120035; 20177705; 20876674; 21044901; 21209035; 21463199; 23219996; 23403234; 23432027; 24611592; 24715851; 25170860; 26082521; 26518167; 27245532; 28143435; 28808579; 28868293; 29666954; 29806606; 30335236; 31639430; 31951329; 33138063; 33509858; 34900151; 34940782; 35764379; 35886001; 35949343; 36325687; 36340607; 37031301; 38034494; 38584252; 39092285; 39250911; 40252141,DD; Eye,,2025-01-21 22:05:58+00:00,
G2P00107,IFT172,607386,30391,BBS20; NPHP17; OSM-1; SLB; WIM,IFT172-related short-rib thoracic dysplasia with or without polydactyly,615630,MONDO:0014284,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,24140113; 25168386,25492405; 25664603; 26763875; 31587445; 33037165; 33393400; 37471416; 40370963,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00108,INPP5E,613037,21474,CORS1; JBTS1; PHARBIN; PPI5PIV,"INPP5E-related intellectual development disorder, truncal obesity, retinal dystrophy, and micropenis",610156,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000054; HP:0000505; HP:0000518; HP:0000556; HP:0000750; HP:0001249; HP:0001956; HP:0002342; HP:0008915,19668215,26748598; 29987673; 31173343; 34211432; 38806661,DD; Eye,,2015-07-22 16:14:16+00:00,
G2P00113,DMPK,605377,2933,DM; DM1; DM1PK; DMK; MDPK; MT-PK,DMPK-related dystrophia myotonica,160900,MONDO:0008056,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,,HP:0000006; HP:0000029; HP:0000135; HP:0000518; HP:0001081; HP:0001252; HP:0001262; HP:0001324; HP:0001349; HP:0001558; HP:0001561; HP:0002015; HP:0002059; HP:0002098; HP:0002292; HP:0002486; HP:0004749; HP:0005110; HP:0006887; HP:0008770; HP:0008872; HP:0011705,11171897; 1303233; 1310900; 19514047; 35008780,12639730; 12928748; 12970845; 15750273; 15770660; 16876389; 17039977; 17394397; 17487865; 17560508; 18228241; 18583094; 18974556; 19127114; 19713033; 19846120; 20092863; 20179953; 20220451; 20228473; 20635151; 21103235; 21204798; 21549096; 22643181; 23030650; 23097601; 23263591; 23430686; 23466272; 23560000; 23570879; 23763618; 23803495; 23853500; 24274137; 24409116; 24705798; 24715907; 24768612; 25037086; 25504326; 25606394; 25655594; 25712547; 25958258; 26640575; 27358583; 27727437; 27854230; 27858759; 27876818; 28782311; 28810563; 28942489; 29289451; 29588063; 29770119; 29892259; 29967337; 30304901; 30304928; 30760283; 31227653; 31419596; 31936870; 31967018; 32063450; 32607474; 32651874; 33077317; 33117249; 33301350; 34029782; 34082146; 34125228; 34386887; 34655747; 34843968; 35083764; 35165628; 35284965; 35408837; 35741732; 36011377; 36051128; 36099027; 36177340; 36701310; 36883684; 36902726; 37432518; 38709060; 39267217; 39391712; 39444647; 39691317; 40256020; 40299556; 40321342,DD; Eye; Skin,,2018-01-21 21:15:11+00:00,
G2P00123,HOXA1,142955,5099,HOX1; HOX1F,HOXA1-related Bosley-Salih-Alorainy syndrome,601536,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000407; HP:0000496; HP:0001263; HP:0002194; HP:0002363; HP:0007110; HP:0009145; HP:0009921; HP:0010628; HP:0011103,16155570; 18412118,16492969; 17502461; 17875913; 20075099; 20227628; 22950449; 32864817; 33189029,DD; Eye,,2017-05-02 13:54:14+00:00,
G2P00126,ACTB,102630,132,,ACTB-related Baraitser-Winter syndrome,243310,MONDO:0009470,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,gain of function,inferred,,,HP:0000006; HP:0000007; HP:0000028; HP:0000054; HP:0000154; HP:0000179; HP:0000219; HP:0000243; HP:0000252; HP:0000278; HP:0000286; HP:0000307; HP:0000316; HP:0000343; HP:0000369; HP:0000396; HP:0000407; HP:0000431; HP:0000463; HP:0000470; HP:0000508; HP:0000567; HP:0000568; HP:0000612; HP:0000637; HP:0001249; HP:0001250; HP:0001252; HP:0001263; HP:0001274; HP:0001302; HP:0001339; HP:0001643; HP:0001647; HP:0001650; HP:0001939; HP:0002162; HP:0002553; HP:0003196; HP:0004322; HP:0005487; HP:0008897,22366783; 25052316; 27625340; 34970860; 38592426,22495914; 23649928; 23756437; 24211661; 25156961; 25624931; 27240540; 27633570; 27866048; 27868373; 28487785; 29024830; 29372643; 29388391; 30152002; 30733661; 30921093; 31970217; 32506774; 32585735; 32588558; 33334799; 34450357; 35005077; 35401677; 36183459; 38348958; 38361693; 38789278; 39271101,DD; Eye,,2015-07-22 16:14:17+00:00,
G2P00127,PXDN,605158,14966,D2S448; D2S448E; KIAA0230; MG50; PRG2; PXN,PXDN-related anterior segment dysgenesis with sclerocornea,269400,MONDO:0010015,biallelic_autosomal,,strong,absent gene product,frameshift_variant; missense_variant; stop_gained,loss of function,inferred,,,HP:0000482; HP:0000568; HP:0000647; HP:0001087; HP:0007700; HP:0007957,21907015; 24939590; 27409795,22157634; 32015378; 33985410; 36939803; 37628625; 39870121; 40326030,DD; Eye,,2025-03-14 11:40:39+00:00,
