g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P00079,MSX1,142983,7391,HOX7; HYD1; OFC5,MSX1-related cleft lip with or without cleft palate,608874,MONDO:0012142,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000152; HP:0000175; HP:0000204; HP:0001574; HP:0001598; HP:0001792; HP:0001803; HP:0001807; HP:0002213; HP:0006347; HP:0006349; HP:0008070,11369996; 12807959; 15354328,10742093; 12097313; 14630905; 16932841; 17138362; 17552940; 17721480; 18374898; 18408267; 18499550; 19776500; 20173721; 20626136; 21448236; 22297032; 22813217; 22936299; 23777802; 24031111; 24914010; 25565750; 25874811; 26030286; 26463473; 26629556; 27259221; 27381090; 27456059; 27485761; 27951410; 28085742; 28124261; 30192788; 31469409; 33419968; 33627176; 33708320; 34285200; 36478500; 38069551; 38713117; 39767847; 40555530; 8696335,DD; Skin,,2025-01-27 16:20:20+00:00,
G2P00113,DMPK,605377,2933,DM; DM1; DM1PK; DMK; MDPK; MT-PK,DMPK-related dystrophia myotonica,160900,MONDO:0008056,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,,HP:0000006; HP:0000029; HP:0000135; HP:0000518; HP:0001081; HP:0001252; HP:0001262; HP:0001324; HP:0001349; HP:0001558; HP:0001561; HP:0002015; HP:0002059; HP:0002098; HP:0002292; HP:0002486; HP:0004749; HP:0005110; HP:0006887; HP:0008770; HP:0008872; HP:0011705,11171897; 1303233; 1310900; 19514047; 35008780,12639730; 12928748; 12970845; 15750273; 15770660; 16876389; 17039977; 17394397; 17487865; 17560508; 18228241; 18583094; 18974556; 19127114; 19713033; 19846120; 20092863; 20179953; 20220451; 20228473; 20635151; 21103235; 21204798; 21549096; 22643181; 23030650; 23097601; 23263591; 23430686; 23466272; 23560000; 23570879; 23763618; 23803495; 23853500; 24274137; 24409116; 24705798; 24715907; 24768612; 25037086; 25504326; 25606394; 25655594; 25712547; 25958258; 26640575; 27358583; 27727437; 27854230; 27858759; 27876818; 28782311; 28810563; 28942489; 29289451; 29588063; 29770119; 29892259; 29967337; 30304901; 30304928; 30760283; 31227653; 31419596; 31936870; 31967018; 32063450; 32607474; 32651874; 33077317; 33117249; 33301350; 34029782; 34082146; 34125228; 34386887; 34655747; 34843968; 35083764; 35165628; 35284965; 35408837; 35741732; 36011377; 36051128; 36099027; 36177340; 36701310; 36883684; 36902726; 37432518; 38709060; 39267217; 39391712; 39444647; 39691317; 40256020; 40299556; 40321342,DD; Eye; Skin,,2018-01-21 21:15:11+00:00,
G2P00114,AGA,613228,318,ASRG,AGA-related aspartylglucosaminuria,208400,MONDO:0008830,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000053; HP:0000154; HP:0000158; HP:0000179; HP:0000248; HP:0000252; HP:0000280; HP:0000283; HP:0000463; HP:0000518; HP:0000750; HP:0000926; HP:0000943; HP:0001061; HP:0001071; HP:0001249; HP:0001250; HP:0001252; HP:0001257; HP:0001264; HP:0001382; HP:0001609; HP:0001653; HP:0001875; HP:0001922; HP:0001939; HP:0002014; HP:0002059; HP:0002205; HP:0002240; HP:0002376; HP:0002650; HP:0002684; HP:0002738; HP:0002750; HP:0002756; HP:0002808; HP:0003302; HP:0003304; HP:0004322; HP:0004568; HP:0005280; HP:0012068; HP:0100790,1765378; 6883788; 8776587,10353787; 10399108; 10444340; 10571008; 12366426; 1301945; 15316370; 15365992; 1577713; 1722323; 1877620; 1879549; 1904874; 19100247; 23271757; 2798347; 28063748; 29247835; 30564628; 3228136; 33335842; 33439067; 38831911; 6788730; 6796777; 7627186; 7795599; 7813081; 7881426; 8064811; 8322015; 8336405; 8373629; 9137882; 9338856; 9427148; 9627765,DD; Skin; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00120,ABCC6,603234,57,ARA; EST349056; MLP1; MRP6; PXE; URG7,"ABCC6-related arterial calcification, generalized, of infancy",614473,MONDO:0013768,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000083; HP:0000119; HP:0000121; HP:0000152; HP:0000153; HP:0000478; HP:0000505; HP:0000573; HP:0000608; HP:0000707; HP:0000822; HP:0001034; HP:0001102; HP:0001297; HP:0001574; HP:0001626; HP:0001634; HP:0001635; HP:0001658; HP:0001681; HP:0001717; HP:0001718; HP:0001723; HP:0001871; HP:0002239; HP:0004417; HP:0004912; HP:0004943; HP:0007663; HP:0025031; HP:0025115; HP:0100817,10811882; 10835642; 10835643; 22209248,10954200; 11179012; 11439001; 11493310; 11536079; 12432991; 12673275; 15086542; 15459974; 15645653; 15723264; 15727254; 15752294; 15894595; 15996518; 16086317; 16086762; 16183260; 16392638; 16410789; 16704654; 16835894; 16854481; 17299431; 17617515; 17724214; 17823974; 18029147; 18157818; 18253096; 18800149; 19054062; 19284998; 19339160; 20018285; 20075945; 20491760; 21167005; 22261738; 23485117; 23572048; 23675997; 23968982; 24008425; 24387186; 25264593; 25367056; 25615550; 26029710; 26361562; 26982014; 27617603; 27623860; 27927085; 28102862; 28186352; 28696355; 28912966; 29709427; 29765157; 30206659; 30805891; 31240106; 31861118; 32490054; 32646269; 32664777; 33005041; 33820832; 34054458; 34355424; 34754643; 34925949; 35677616; 35771123; 35895733; 35935090; 36226411; 36261288; 36606277; 37259549; 38002762; 38248755; 38602027; 38815804; 39399214; 39723611; 40040597; 40226385; 40480277; 40565367,DD; Skin,,2025-01-27 15:06:26+00:00,
G2P00129,EBP,300205,3133,CDPX2; CHO2; CPX; CPXD,EBP-related chondrodysplasia punctata,302960,MONDO:0020603,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,,HP:0000126; HP:0000272; HP:0000365; HP:0000377; HP:0000470; HP:0000494; HP:0000501; HP:0000518; HP:0000568; HP:0000639; HP:0000653; HP:0000765; HP:0000969; HP:0001019; HP:0001305; HP:0001423; HP:0001508; HP:0001561; HP:0001596; HP:0001776; HP:0002007; HP:0002342; HP:0002644; HP:0002650; HP:0002777; HP:0002787; HP:0002937; HP:0002999; HP:0003462; HP:0003465; HP:0003577; HP:0003828; HP:0004241; HP:0007431; HP:0008070; HP:0008131; HP:0008420; HP:0008897; HP:0010655; HP:0011120; HP:0045075; HP:0100259; HP:0100556,10391218; 10391219; 10942423; 11038443; 12503101,11493318; 12483303; 12503102; 12509714; 12966533; 12975777; 14632217; 15368506; 15953085; 17086568; 17378690; 17625999; 17949453; 18176751; 18399064; 18573709; 20949533; 21163155; 21465663; 21931045; 22121851; 22229330; 23852825; 24036494; 24459067; 24700572; 24915996; 25754886; 25846959; 28357166; 28730607; 29851033; 30135486; 30294782; 30608402; 31034146; 31397093; 31428380; 32391290; 34749431; 34999728; 36263758; 39168486; 39754633; 39803055; 40193659; 40386185; 8832947,DD; Eye; Skin; Skeletal,,2023-05-24 09:07:26+00:00,
G2P00144,FGFR2,176943,3689,BEK; CD332; CEK3; CFD1; ECT1; JWS; K-SAM; KGFR; TK14; TK25,FGFR2-related Crouzon syndrome,123500,MONDO:0007405,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,HP:0000006; HP:0000248; HP:0000303; HP:0000316; HP:0000327; HP:0000405; HP:0000413; HP:0000486; HP:0000505; HP:0000509; HP:0000586; HP:0000648; HP:0000678; HP:0001249; HP:0001250; HP:0001739; HP:0002007; HP:0003319; HP:0004440; HP:0004442; HP:0004443; HP:0010535,10574673; 15523492; 17621648; 22038757; 7558045; 7581378; 7607643; 7655462; 7773284; 7874170; 7987400; 8528214; 8956050; 9152842; 9677057,10706360; 11173845; 11380921; 11484208; 11711827; 11781872; 11870239; 12140430; 12186468; 12544231; 12884424; 15206560; 15602758; 15915098; 16158432; 16206730; 16465081; 16470531; 16526917; 17850625; 18629881; 20163525; 20585360; 20635358; 21524234; 21686735; 21928350; 22028092; 22117175; 22215936; 22355256; 22665975; 23139476; 23714981; 23808569; 23913723; 24300289; 24828762; 25174698; 25206185; 25245177; 25361936; 25692891; 25759925; 25759927; 25886248; 26446305; 26460964; 27028366; 27639780; 27803855; 27891566; 28060197; 28121883; 28127173; 28468153; 28574949; 28611549; 28757702; 28849010; 28901406; 29067506; 29280877; 29557836; 29848297; 29928180; 30202723; 30589795; 30719288; 30851747; 30933949; 31318164; 31525395; 31557489; 31640617; 32144423; 32178948; 32377797; 32822871; 32956303; 33404724; 33725872; 34100307; 34538793; 34633507; 35235708; 35275860; 35812652; 35885943; 36322898; 36755349; 37195419; 37443631; 39187417; 39235629; 39823306; 40001279; 40227035; 40385085; 40624761,DD; Skin; Skeletal,,2025-01-21 21:25:35+00:00,
G2P00151,SNAP29,604202,11133,CEDNIK; SNAP-29,"SNAP29-related cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome (CEDNIK syndrome)",609528,MONDO:0012290,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000152; HP:0000253; HP:0000276; HP:0000316; HP:0000407; HP:0000431; HP:0000478; HP:0000494; HP:0000598; HP:0000707; HP:0000924; HP:0000982; HP:0001252; HP:0001263; HP:0001271; HP:0001273; HP:0001284; HP:0001302; HP:0001507; HP:0001508; HP:0001574; HP:0002126; HP:0002421; HP:0002539; HP:0003011; HP:0003593; HP:0005280; HP:0006887; HP:0007766; HP:0008064; HP:0009830; HP:0010864,15968592; 21073448,19239688; 23231787; 25958742; 29051910; 30793783; 31748968; 33824538; 33977139; 35093605; 35229899; 38826968; 40709160,DD; Skin,,2025-01-27 16:10:36+00:00,
G2P00157,ATP7A,300011,869,MNK,"ATP7A-related spinal muscular atrophy, distal",300489,MONDO:0010338,monoallelic_X_hemizygous,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000759; HP:0001265; HP:0001419; HP:0001761; HP:0002317; HP:0002460; HP:0002936; HP:0003445; HP:0003621; HP:0003677; HP:0003693; HP:0007269,19153371; 20170900,14985388; 21221114; 24735419; 31558336; 33137485; 33894639; 34456088; 38141875,DD; Skin,,2017-09-01 16:19:15+00:00,
G2P00166,MPDU1,604041,7207,CDGIF; LEC35; PQLC5; SL15; SLC66A5,MPDU1-related congenital disorder of glycosylation,609180,MONDO:0012211,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,11733556; 11733564,19862844; 28940310; 29721919; 31741824; 36755425,DD; Skin,,2017-09-01 16:19:16+00:00,
G2P00169,PLEC,601282,9069,EBS1; PCN; PLEC1; PLTN,PLEC-related epidermolysis bullosa simplex and limb-girdle muscular dystrophy,613723,MONDO:0009181,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000119; HP:0000152; HP:0000430; HP:0000478; HP:0000490; HP:0000491; HP:0000670; HP:0000924; HP:0000972; HP:0001030; HP:0001056; HP:0001270; HP:0001371; HP:0001507; HP:0001561; HP:0001574; HP:0001871; HP:0001903; HP:0002086; HP:0002164; HP:0002643; HP:0002715; HP:0002938; HP:0003011; HP:0003202; HP:0003236; HP:0003324; HP:0003391; HP:0003549; HP:0003551; HP:0003560; HP:0003577; HP:0003678; HP:0004322; HP:0004552; HP:0006297; HP:0008066; HP:0008404; HP:0008551; HP:0009025; HP:0011859; HP:0012227; HP:0040064,15681471; 35579050; 8696340,10652001; 10652002; 11851880; 12071635; 14675180; 15206692; 15654962; 15810881; 19945614; 20016501; 20052759; 20624679; 20665883; 21109228; 21175599; 21263134; 21413955; 21674528; 23289980; 23496806; 23774525; 25209331; 25454730; 25556389; 25712130; 25791580; 27121971; 27766310; 28447722; 28824526; 29797489; 30880037; 31001817; 31184804; 31195081; 31509265; 31513275; 32576226; 32605089; 33921969; 34046686; 34414147; 34572129; 34702657; 35432467; 35815343; 35996939; 36578049; 37393735; 38912134; 39168815; 40525783; 40528517; 40660273; 8894687; 8941634; 8981021; 9470905; 9484717; 9886273,DD; Skin,,2022-09-08 10:23:08+00:00,
G2P00172,FANCC,613899,3584,FA3; FAC; FACC,FANCC-related Fanconi anemia,227645,MONDO:0009213,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000028; HP:0000081; HP:0000085; HP:0000086; HP:0000104; HP:0000252; HP:0000365; HP:0000486; HP:0000568; HP:0000815; HP:0000957; HP:0000978; HP:0001017; HP:0001249; HP:0001518; HP:0001873; HP:0001875; HP:0001876; HP:0001896; HP:0001903; HP:0001909; HP:0003213; HP:0003214; HP:0003221; HP:0003974; HP:0004322; HP:0009777; HP:0009778; HP:0009943; HP:0012210; HP:0030962,10431244; 20869034; 8348157,10388017; 10666230; 10994546; 11335753; 11640873; 11876000; 12001267; 12389351; 12393516; 12697994; 16429406; 17924555; 20515746; 22701786; 23613520; 26740942; 26968956; 28425259; 28717661; 29767408; 30031030; 31044565; 33224012; 36135330; 36333938; 36474027; 39396515; 7689011; 7712649; 7746424; 7853372; 8081385; 8103176; 8128956; 8199559; 8703809; 8829660; 8844212; 9207444; 9272737,DD; Skin,,2025-01-28 23:05:54+00:00,
G2P00175,MRE11,600814,7230,MRE11A,MRE11-related ataxia telangiectasia-like disorder,604391,MONDO:0024557,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000571; HP:0000640; HP:0000657; HP:0001260; HP:0001265; HP:0001272; HP:0001332; HP:0002066; HP:0002072; HP:0002075; HP:0002359; HP:0003676; HP:0007772,10612394; 11371508; 15269180; 24332946,15279810; 15341904; 15574463; 18083591; 18652530; 20087742; 21227757; 21324166; 23436002; 24733832; 29170652; 29564828; 30584599; 31033087; 33426167; 33531947; 38380400,DD; Skin,,2010-01-01 00:00:00+00:00,
G2P00177,DDB2,600811,2718,DDBB; FLJ34321; UV-DDB2; XPE,"DDB2-related xeroderma pigmentosum, group E, ddb-negative subtype",278740,MONDO:0010213,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000491; HP:0000509; HP:0000613; HP:0000621; HP:0000656; HP:0000992; HP:0001009; HP:0001029; HP:0002671; HP:0002861; HP:0003079; HP:0004334; HP:0006739,10469312; 12812979; 8798680,29169765; 32530099; 34135938,DD; Skin; Cancer,,2017-09-01 16:19:15+00:00,
G2P00181,ERCC3,133510,3435,BTF2; RAD25; SSL2; XPB,"ERCC3-related xeroderma pigmentosum, group B",610651,MONDO:0012531,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000135; HP:0000252; HP:0000271; HP:0000407; HP:0000518; HP:0000568; HP:0000580; HP:0000648; HP:0000762; HP:0000765; HP:0000992; HP:0001019; HP:0001249; HP:0001251; HP:0001272; HP:0001347; HP:0001371; HP:0001480; HP:0001518; HP:0001808; HP:0002099; HP:0002119; HP:0002135; HP:0002299; HP:0002671; HP:0002719; HP:0003224; HP:0004315; HP:0004322; HP:0004334; HP:0005214; HP:0005328; HP:0006739; HP:0007479; HP:0007485; HP:0011400; HP:0012056,16947863; 4811796; 8408834,28913623; 30580289; 7746858; 8304337,DD; Skin; Cancer,,2024-08-20 14:10:55+00:00,
