g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P01459,SMAD4,600993,6770,DPC4; MADH4,SMAD4-related juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,175050,MONDO:0008278,monoallelic_autosomal,potential secondary finding,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0000006; HP:0000152; HP:0000421; HP:0000707; HP:0000924; HP:0001009; HP:0001217; HP:0001297; HP:0001508; HP:0001574; HP:0001626; HP:0001634; HP:0001653; HP:0001871; HP:0001903; HP:0002014; HP:0002027; HP:0002035; HP:0002086; HP:0002408; HP:0002573; HP:0002576; HP:0002664; HP:0002672; HP:0002900; HP:0003003; HP:0003073; HP:0004394; HP:0004784; HP:0004942; HP:0006548; HP:0006574; HP:0006771; HP:0012126; HP:0025031; HP:0040064; HP:0040274,10328134; 10398437; 10455879; 10811127; 16613914; 26572829; 9582123; 9811934,24001356; 24676695; 25389115; 25432397; 25705527; 25931195; 26159157; 26171675; 26566607; 27081547; 27146957; 27212857; 27375208; 28131865; 28874286; 29634562; 29707409; 29794143; 30210120; 30244195; 30251589; 30521991; 30873576; 31107726; 31398735; 31455059; 31561016; 31594285; 31910860; 32487124; 32556653; 32573726; 32756122; 32842615; 32944796; 33032550; 33058509; 33097490; 33370972; 33919892; 34112136; 34143765; 34189096; 34476273; 34477067; 34504656; 34699658; 34872578; 35057835; 35075588; 35110986; 35128723; 35165143; 35471415; 35487765; 35487791; 35651452; 35851413; 35869926; 35908967; 35988962; 36011318; 36038259; 36049049; 36359527; 36447760; 36496093; 36531685; 36546711; 36582665; 36588762; 36809082; 36810341; 36950548; 37113581; 37354305; 37400896; 37639637; 37695357; 37731378; 37807723; 37816352; 37900118; 37951373; 38066625; 38146137; 38191939; 38575304; 38627541; 38777277; 39063183; 39518056; 39546055; 39694043; 39788978; 39829872; 39901690; 39939156; 40314862; 40372668,DD; Skin; Cancer,,2024-12-24 10:03:29+00:00,
G2P01466,XPA,611153,12814,XP1; XPAC,XPA-related xeroderma pigmentosum,278700,MONDO:0010210,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000119; HP:0000152; HP:0000252; HP:0000407; HP:0000478; HP:0000491; HP:0000509; HP:0000598; HP:0000613; HP:0000621; HP:0000656; HP:0000707; HP:0000924; HP:0000992; HP:0001009; HP:0001029; HP:0001249; HP:0001251; HP:0001257; HP:0001265; HP:0001266; HP:0001268; HP:0001272; HP:0001284; HP:0001507; HP:0001574; HP:0001626; HP:0001939; HP:0002542; HP:0002715; HP:0003011; HP:0003079; HP:0003510; HP:0004334; HP:0008639,10767341; 1339397; 1372102; 16098033; 2234061,10413020; 10699759; 20199544; 22081045; 24135642; 25256075; 25393472; 25913378; 26302748; 27982466; 29797530; 30077970; 31478152; 33672602; 34484303; 36893274; 39655645; 9535131; 9671271,DD; Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01487,PTCH1,601309,9585,BCNS; NBCCS; PTCH,PTCH1-related Gorlin syndrome (basal cell nevus syndrome),109400,MONDO:0958174,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000119; HP:0000152; HP:0000175; HP:0000204; HP:0000238; HP:0000242; HP:0000256; HP:0000280; HP:0000303; HP:0000316; HP:0000431; HP:0000478; HP:0000486; HP:0000501; HP:0000518; HP:0000568; HP:0000612; HP:0000707; HP:0000766; HP:0000773; HP:0000892; HP:0000912; HP:0000924; HP:0001056; HP:0001144; HP:0001249; HP:0001270; HP:0001425; HP:0001574; HP:0001626; HP:0002007; HP:0002414; HP:0002650; HP:0002664; HP:0002671; HP:0002751; HP:0002885; HP:0002937; HP:0002948; HP:0003011; HP:0003828; HP:0004280; HP:0004795; HP:0005449; HP:0005462; HP:0005815; HP:0008422; HP:0009729; HP:0010044; HP:0010442; HP:0010603; HP:0010609; HP:0010610; HP:0010612; HP:0010617; HP:0010618; HP:0025031; HP:0040064; HP:0200021,12900905; 22572734; 8658145; 8681379,21188685; 21210781; 21368767; 21567912; 21651513; 21834051; 21907124; 22007994; 22190277; 22363371; 22559979; 22565648; 22711650; 23169491; 23746055; 24124115; 24486987; 24635088; 24659465; 24814739; 24941978; 25131638; 25600101; 25706929; 25727044; 25940061; 26409035; 26544948; 26768321; 26794802; 26840755; 26850131; 27081512; 27444290; 27510672; 27513585; 27533646; 27658957; 27857042; 28496998; 28596197; 28686751; 28733979; 28915250; 29485834; 29498494; 29544218; 29575684; 29706825; 29930296; 30181650; 30327736; 30962945; 30997576; 31120550; 31382775; 31533758; 31578813; 31644632; 31949694; 31966778; 32028043; 32045149; 32074614; 32716646; 32741058; 33542540; 33860896; 33864364; 33911485; 33911679; 33960642; 34239189; 34291140; 34494262; 34888241; 35229340; 35235545; 35437209; 35584264; 35678525; 36107625; 36265746; 37082289; 37160435; 37504252; 37564720; 37907964; 38440616; 38546523; 38768301; 38864234; 39295706; 39581763; 39907678; 40314658; 40317671; 40361976; 40725845; 40729247,DD; Eye; Skin; Cancer,,2018-01-22 17:16:17+00:00,
G2P01547,PALB2,610355,26144,FANCN; FLJ21816,PALB2-related Fanconi anemia,610832,MONDO:0012565,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000252; HP:0000286; HP:0000316; HP:0000470; HP:0000957; HP:0001629; HP:0001915; HP:0002667; HP:0002885; HP:0003006; HP:0003221; HP:0008897; HP:0009778,17200671; 17200672,25337756; 25337757; 25337758; 26968956; 26990772; 32052252; 33772500; 35305044; 36966080; 37961416; 39696405,DD; Cancer,,2025-01-28 23:07:31+00:00,
G2P01559,FANCI,611360,25568,FLJ10719; KIAA1794,FANCI-related Fanconi anemia,609053,MONDO:0012186,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,17452773; 26590883,20515746; 22720145; 25486561; 34310468; 36463940; 39095039,DD; Cancer,,2024-08-20 14:18:23+00:00,
G2P01636,TSC2,191092,12363,LAM; PPP1R160; TSC4; TUBERIN,TSC2-related tuberous sclerosis,613254,MONDO:0013199,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000107; HP:0000169; HP:0000717; HP:0000821; HP:0000826; HP:0000957; HP:0001249; HP:0001328; HP:0001482; HP:0001716; HP:0002514; HP:0002888; HP:0003812; HP:0005584; HP:0006772; HP:0007018; HP:0009592; HP:0009594; HP:0009716; HP:0009717; HP:0009718; HP:0009720; HP:0009721; HP:0009724; HP:0009727; HP:0009729; HP:0009734; HP:0010615; HP:0010762; HP:0011097; HP:0011798,10069705; 10206124; 11403047; 12192641; 12752578; 17120248; 19259131; 7581393; 8634701; 8824881; 8825048; 9302281; 9361032; 9463313,29941212; 30298907; 30838928; 30868117; 30976976; 31018109; 31140686; 31273045; 31317616; 31505689; 31525612; 31542468; 31708865; 31855466; 32097503; 32193183; 32216820; 32313033; 32325422; 32383331; 32519125; 32533299; 32555378; 32695431; 32765227; 32854808; 32953421; 33074564; 33177398; 33421197; 33517515; 33581549; 33693890; 33834938; 34017900; 34206526; 34258938; 34298906; 34344650; 34466799; 34480426; 34513752; 34534018; 34849272; 35060563; 35142283; 35430095; 35440050; 35585803; 35596872; 35712104; 36232477; 36422197; 36585068; 36689859; 36895714; 36979978; 37088138; 37173860; 37228977; 37294265; 37311496; 37370942; 37536923; 37800821; 37843443; 37892277; 37919037; 37937420; 37946245; 38025010; 38062975; 38206725; 38273422; 38412945; 38508103; 38658236; 38715652; 38806662; 39050051; 39323690; 39383590; 39549115; 39596632; 39827117; 39882213; 39891979; 39926610; 39959682; 40161113; 40174488; 40367637; 40376498; 40406687; 40553952; 40554861; 40579409; 40621273; 40722560; 40745330,DD; Eye; Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01668,TERC,602322,11727,HTR; SCARNA19; TER; TR; TRC3,TERC-related dyskeratosis congenita,,MONDO:0007485,monoallelic_autosomal,potential secondary finding,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0001915; HP:0002878; HP:0004808; HP:0012182; HP:0030438; HP:0030442,12090986; 23329068,12539238; 14556776; 14630445; 15098033; 15613268; 15886322; 16207588; 16332973; 17640862; 17825470; 17913752; 18005359; 20493861; 20687509; 21189492; 21931702; 22160078; 22323451; 22341970; 23661544; 25237198; 26024875; 27587879; 27824607; 29483670; 29804726; 29980875; 33203829; 37189188; 38606545; 39780848; 40561208,DD; Skin; Cancer,,2022-08-03 13:33:24+00:00,
G2P01793,APC,611731,583,DP2; DP2.5; DP3; PPP1R46,APC-related adenomatous polyposis coli,,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000152; HP:0000478; HP:0000670; HP:0000706; HP:0000707; HP:0000769; HP:0000818; HP:0000924; HP:0000953; HP:0001012; HP:0001574; HP:0002664; HP:0002884; HP:0002885; HP:0002895; HP:0003003; HP:0003549; HP:0003828; HP:0004394; HP:0004783; HP:0005227; HP:0006722; HP:0006744; HP:0006771; HP:0007649; HP:0008256; HP:0009592; HP:0010562; HP:0010619; HP:0011068; HP:0011069; HP:0025031; HP:0100245; HP:0100246; HP:0200040,10494086; 10562580; 10598803; 12136240; 1316610; 1324223; 15771908; 1651174; 1651563; 2164769; 27087319; 3039373; 7485167; 7661930; 7797123; 8019566; 8162051; 8252630; 8281160; 8931709; 9288102; 9487968; 9521420; 9603437; 9724771; 9916927; 9950370,,Eye; Skin; Cancer,,2025-01-16 11:53:50+00:00,
G2P01794,BAP1,603089,950,HUCEP-6; KIAA0272; UCHL2,BAP1-related tumor predisposition syndrome,614327,MONDO:0013692,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0002671; HP:0002858; HP:0005584; HP:0006770; HP:0007716; HP:0011524; HP:0012054; HP:0012055; HP:0012056; HP:0030078; HP:0100002,21874000; 21874003; 21941004; 23684012; 24855403; 27748099; 28793149; 31382694,,Eye; Skin; Cancer,,2024-12-13 09:51:03+00:00,
G2P01795,BMPR1A,601299,1076,ACVRLK3; ALK3; CD292,"BMPR1A-related juvenile polypopsis syndrome, infantile form",174900,MONDO:0017380,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003003; HP:0004784; HP:0012126; HP:0040274,10398437; 9582123; 9811934,,Cancer,,2025-01-14 16:08:56+00:00,
G2P01796,BRCA1,113705,1100,BRCC1; FANCS; PPP1R53; RNF53,BRCA1-related cancer,,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003002; HP:0006725; HP:0012125; HP:0025318,10196379; 10417303; 10788334; 11039575; 11157798; 12014998; 18285836; 7545954; 7894491; 7894492; 7894493; 8644702; 8968716; 9150173; 9585617; 9616287; 9927062,,Cancer,,2022-12-07 14:55:09+00:00,
G2P01797,BRCA2,600185,1101,BRCC2; FACD; FAD; FAD1; FANCD; FANCD1; XRCC11,BRCA2-related cancer,,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003002; HP:0006725; HP:0012125; HP:0025318,11039575; 11062481; 11158174; 12085187; 12145750; 15750593; 8524414; 8589730; 8673090; 8673092; 9150155; 9585617,,Skin; Cancer,,2025-01-16 12:54:02+00:00,
G2P01798,CDH1,192090,1748,CD324; UVO; UVOMORULIN,"CDH1-related gastric cancer, familial diffuse, with or without cleft lip and/or palate",137215,MONDO:0100488,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003002,12042667,,Cancer,,2016-11-29 13:19:26+00:00,
G2P01799,CDK4,123829,1773,PSK-J3,"CDK4-related melanoma, cutaneous malignant",609048,MONDO:0012183,monoallelic_autosomal,,definitive,uncertain,,gain of function,inferred,,,HP:0012056,7652577; 9425228,,Skin; Cancer,,2022-11-30 08:52:53+00:00,
G2P01800,CDKN2A,600160,1787,ARF; CAI2; CDK4I; CDKN2; CMM2; INK4; INK4A; MLM; MTS1; P14; P14ARF; P16; P16-INK4A; P16INK4A; P19; P19ARF,"CDKN2A-related melanoma, cutaneous malignant",155601,MONDO:0007964,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0002860; HP:0002861; HP:0006725; HP:0009592; HP:0012056; HP:0012142; HP:0012182; HP:0100242,10797439; 11506491; 11725203; 11726555; 17492760; 18178632; 20132244; 7624155; 7666917; 7670475; 7987387; 8153634; 8653684; 8727306; 9328469; 9516223; 9603434,,Skin; Cancer,,2017-09-01 16:19:15+00:00,
G2P01801,CEBPA,116897,1833,C/EBP-ALPHA; CEBP,"CEBPA-related leukemia, acute myeloid",601626,MONDO:0018874,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0004808,11242107; 12661007; 15575056,,Cancer,,2016-11-29 13:19:27+00:00,
G2P01802,CHEK2,604373,16627,BA444G7; CDS1; CHK2; HUCDS1; PP1425; RAD53,CHEK2-related cancer,609265,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003002; HP:0005584; HP:0012125; HP:0100242,10617473; 11719428,,Cancer,,2025-01-15 09:51:09+00:00,
G2P01803,CYLD,605018,2584,CYLD1; KIAA0849; USPL2,"CYLD-related cylindromatosis, familial",132700,MONDO:0007565,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0003581; HP:0008069,10835629; 12190880; 12950348; 14632188; 16307661; 16922728; 19807742,,Skin; Cancer,,2018-07-05 15:56:39+00:00,
G2P01804,EPCAM,185535,11529,17-1A; 323/A3; BER-EP4; BEREP4; CD326; CO-17A; EGP-2; EGP34; EGP40; EP-CAM; ESA; GA733-2; HEA125; KS1/4; KSA; LY74; M4S1; MH99; MIC18; MK-1; MOC-31; MOC31; TACST-1; TACSTD1; TROP1,"EPCAM-related colorectal cancer, hereditary nonpolyposis",613244,MONDO:0013196,monoallelic_autosomal,,definitive,absent gene product,regulatory_region_variant,loss of function,inferred,,,HP:0009720; HP:0009725; HP:0012114; HP:0012125; HP:0025318; HP:0030409; HP:0030692; HP:0040274; HP:0040275,19098912; 21309036,,Cancer,Regulatory element for MSH2,2023-09-06 10:37:47+00:00,
G2P01805,ERCC2,126340,3434,EM9; MAG; MGC102762; MGC126218; MGC126219; XPD,"ERCC2-related xeroderma pigmentosum, group D",278730,MONDO:0010212,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002671; HP:0002860; HP:0012056,11443545; 11709541; 7585650; 7849702; 9101292,,Cancer,,2016-11-29 13:19:27+00:00,
G2P01806,FH,136850,3700,,FH-related leiomyomatosis and renal cell cancer,150800,MONDO:0007888,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000119; HP:0001574; HP:0001939; HP:0002664,11865300; 12772087; 15663510,,Skin; Cancer,,2017-09-01 16:19:15+00:00,
G2P01807,FLCN,607273,27310,BHD; DENND8B; MGC17998; MGC23445,FLCN-related Birt-Hogg-Dube syndrome,135150,MONDO:0800445,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0005584; HP:0011798; HP:0030436,12204536; 15657874; 17496196; 18234728; 19320655; 19562744; 20413710; 20522427,,Skin; Cancer,,2017-09-01 16:19:15+00:00,
G2P01808,MEN1,613733,7010,,MEN1-related multiple endocrine neoplasia,131100,MONDO:0007540,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0002858; HP:0002893; HP:0002897; HP:0009720; HP:0012032; HP:0030405; HP:0100570; HP:0100641,10647896; 11134142; 12050235; 12417605; 15205994; 15240620; 15870131; 22275377; 9103196; 9215689; 9241276; 9361035; 9498491; 9554741; 9709921,,Skin; Cancer,,2023-01-19 11:49:51+00:00,
G2P01809,MET,164860,7029,DFNB97; HGFR; RCCP2,"MET-related renal cell carcinoma, papillary",605074,MONDO:0003789,monoallelic_autosomal,,definitive,uncertain,,gain of function,inferred,,,,9140397; 9563489,,Cancer,,2022-11-30 08:53:24+00:00,
G2P01811,MLH1,120436,7127,COCA2; FCC2; HNPCC; HNPCC2; MLH-1,MLH1-related constitutional mismatch repair deficiency syndrome (CMMRD),276300,MONDO:0010159,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000707; HP:0001574; HP:0001871; HP:0001909; HP:0002664; HP:0002665; HP:0002715; HP:0003011; HP:0004377; HP:0005584; HP:0009725; HP:0012114; HP:0025031; HP:0030692; HP:0040274; HP:0040275,17440981; 22692065; 26318770; 7661930; 9927033,,Skin; Cancer,,2016-11-29 13:19:28+00:00,
G2P01812,MUTYH,604933,7527,MYH,"MUTYH-related adenomas, multiple colorectal",608456,MONDO:0012041,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002862; HP:0006771; HP:0025318; HP:0030255; HP:0040275,11818965; 12393807; 12606733; 15690400,,Cancer,,2023-01-19 11:31:36+00:00,
G2P01813,NF2,607379,7773,ACN; BANF; MERLIN; MERLIN-1; SCH,NF2-related schwannomatosis,101000,MONDO:0008075,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0001067; HP:0002858; HP:0002888; HP:0009592; HP:0009594; HP:0009733; HP:0100008,17357086; 18072270; 18285426; 19124645; 19582488; 20930055; 35674741; 7666400; 7913580; 8379998; 8566958; 8757035,,Eye; Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01814,PALB2,610355,26144,FANCN; FLJ21816,PALB2-related cancer,,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003002; HP:0006725; HP:0025318,25337756; 26248842,,Cancer,,2025-01-28 23:08:10+00:00,
G2P01815,PMS2,600259,9122,H_DJ0042M02.9; HNPCC4; MLH4; PMS-2; PMSL2,PMS2-related Lynch syndrome,614337,MONDO:0013699,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0009720; HP:0009725; HP:0012114; HP:0012125; HP:0025318; HP:0030409; HP:0030692; HP:0040274; HP:0040275,14756672; 15887124; 16472587; 18178629; 28754778,,Skin; Cancer,,2024-04-30 13:45:24+00:00,
G2P01816,PRKAR1A,188830,9388,CNC1; PKR1; PRKAR1; PRKAR1ALPHA; TSE1,PRKAR1A-related Carney complex,160980,MONDO:0008057,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000854; HP:0002890; HP:0011672; HP:0011746; HP:0011760; HP:0025451; HP:0030428; HP:0100618; HP:0100619,10973256; 10974026; 11115848; 12424709; 15371594,,Skin; Cancer,,2025-01-27 14:30:56+00:00,
G2P01817,RB1,614041,9884,OSRC; PPP1R130; RB,RB1-related retinoblastoma,180200,MONDO:0018160,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002669; HP:0009919; HP:0012056; HP:0030408; HP:0030448,10486322; 12016586; 1352883; 16631255; 16988938; 17299438; 1881452; 2594029; 2601691; 7881418; 9341870; 9400934,,Eye; Cancer,,2017-08-30 19:31:16+00:00,
G2P01819,RET,164761,9967,CDHF12; CDHR16; HSCR1; MEN2A; MEN2B; MTC1; PTC; RET51,RET-related medullary thyroid carcinoma,155240,MONDO:0007958,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0002865,10323403; 11454140; 14602786; 15240641; 3697657; 7906866; 7915165; 8099202; 9111992; 9506724,,Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01820,RET,164761,9967,CDHF12; CDHR16; HSCR1; MEN2A; MEN2B; MTC1; PTC; RET51,RET-related multiple endocrine neoplasia IIA,171400,MONDO:0008234,monoallelic_autosomal,potential secondary finding,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,gain of function,inferred,,,HP:0000006; HP:0000179; HP:0000218; HP:0000574; HP:0000767; HP:0000951; HP:0001252; HP:0001263; HP:0001382; HP:0001519; HP:0001531; HP:0001761; HP:0002014; HP:0002019; HP:0002251; HP:0002253; HP:0002650; HP:0002666; HP:0002808; HP:0002865; HP:0003005; HP:0003198; HP:0003307; HP:0003528; HP:0003639; HP:0005994; HP:0006461; HP:0008208,10522989; 11788682; 12466368; 15292360,,Skin; Cancer,,2025-03-14 11:53:44+00:00,
G2P01821,RHBDF2,614404,20788,FLJ22341; IRHOM2; RHBDL5; RHBDL6; TOC; TOCG,RHBDF2-related tylosis with esophageal cancer,148500,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,gain of function,inferred,,,HP:0000152; HP:0000153; HP:0001036; HP:0001574; HP:0002664; HP:0007447; HP:0011459; HP:0025031; HP:0040064,13209063; 22265016; 22638770; 8666405,,Skin; Cancer,,2016-11-29 13:19:29+00:00,
G2P01822,RUNX1,151385,10471,AML1; AMLCR1; CBFA2; PEBP2A2,"RUNX1-related platelet disorder, familial, with associated myeloid malignancy",601399,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002665; HP:0004808; HP:0004812; HP:0006727,10508512; 11830488; 12060124; 18478040; 19357396,,Cancer,,2016-11-29 13:19:29+00:00,
G2P01823,SDHAF2,613019,26034,C11ORF79; FLJ20487; PGL2; SDH5,SDHAF2-related paragangliomas,601650,MONDO:0011121,monoallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0002864,24523625; 6286462,,Cancer,,2022-12-07 14:02:47+00:00,
G2P01824,SDHB,185470,10681,SDH; SDH1,SDHB-related gastrointestinal stromal tumor,606764,MONDO:0011719,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,11073817; 11404820; 11505412; 12213855; 14685938; 14715873; 15531530; 16258955; 16405730; 20503330; 9438854; 9697690,,Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01825,SDHB,185470,10681,SDH; SDH1,SDHB-related paraganglioma and gastric stromal sarcoma,606864,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0002668; HP:0005584; HP:0100723,15383933; 17804857,,Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01826,SDHC,602413,10682,CYB560; CYBL; PGL3,SDHC-related paragangliomas,605373,MONDO:0011544,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0002668; HP:0005584; HP:0100723,11062460; 12658451; 15342702; 26273102,,Cancer,,2016-11-29 13:19:29+00:00,
G2P01828,SDHD,602690,10683,CYBS; PGL; PGL1,SDHD-related paragangliomas with or without deafness,,MONDO:0008192,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0002668; HP:0005584; HP:0100723,10657297; 11156372; 11323050; 11343322; 11391796; 11391798; 11605159; 12111639; 15032977; 15066320; 15531530; 18678321,,Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01830,TP53,191170,11998,LFS1; P53,TP53-related Li-Fraumeni syndrome,151623,MONDO:0018875,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0001909; HP:0002488; HP:0002667; HP:0002669; HP:0003002; HP:0006744; HP:0030448; HP:0100006,10484981; 1565143; 1565144; 15977174; 1644930; 1679237; 1683921; 1933902; 1978757; 2259385; 8118819; 8134127; 8649785; 9569035,,Cancer,,2016-11-29 13:19:29+00:00,
G2P01831,VHL,608537,12687,VHL1,VHL-related von Hippel-Lindau syndrome,193300,MONDO:0008667,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0006770; HP:0009711; HP:0010797; HP:0030393; HP:0030405,10533030; 12414898; 20583150; 7563486; 7784063; 8550742; 8956040,,Eye; Skin; Cancer,,2017-09-01 16:19:16+00:00,
G2P01832,PHOX2B,603851,9143,NBPHOX; PMX2B,PHOX2B-related neuroblastoma with Hirschsprung disease,613013,MONDO:0700041,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003006,12438263; 15024693; 16691592; 26798564,,Cancer,,2016-11-29 13:19:30+00:00,
G2P01833,CDC73,607393,16783,C1ORF28; FIHP; HRPT1; HRPT2; PARAFIBROMIN,CDC73-related hyperparathyroidism-jaw tumour syndrome,145001,MONDO:0007768,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002667; HP:0002897; HP:0010784; HP:0030427,12434154,,Cancer,,2022-10-19 11:40:52+00:00,
G2P01834,MAX,154950,6913,BHLHD4; BHLHD5; BHLHD6; BHLHD7; BHLHD8,"MAX-related pheochromocytoma, susceptibility to",171300,MONDO:0008233,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0002668,24523625,,Cancer,,2016-11-29 13:19:30+00:00,
G2P01835,TMEM127,613403,26038,FLJ20507; FLJ22257,"TMEM127-related pheochromocytoma, susceptibility to",171300,MONDO:0008233,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0002668; HP:0100723,21613359; 24334760,,Cancer,,2016-11-29 13:19:30+00:00,
G2P01837,SUFU,607035,16466,PRO1280; SUFUH; SUFUXL,"SUFU-related medulloblastoma, associated with Gorlin syndrome",,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002671; HP:0002858; HP:0002885,19533801,,Cancer,,2022-11-23 09:01:06+00:00,
G2P01838,KIT,164920,6342,C-KIT; CD117; PBT; SCFR,KIT-related familial gastro-intestinal stromal tumours,,,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0100723,11073817,,Skin; Cancer,,2016-11-29 13:19:30+00:00,
G2P01839,GREM1,603054,2001,CKTSF1B1; CRAC1; DAND2; DRM; GREMLIN; HMPS,GREM1-related hereditary mixed polyposis,,MONDO:0011023,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0030255; HP:0040275,22561515,,Cancer,,2016-11-29 13:19:30+00:00,
G2P01840,MSH2,609309,7325,COCA1; HNPCC; HNPCC1; MSH-2,MSH2-related constitutional mismatch repair deficiency syndrome (CMMRD),619096,MONDO:0030840,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000707; HP:0001574; HP:0001871; HP:0001909; HP:0002664; HP:0002665; HP:0002715; HP:0003011; HP:0004377; HP:0005584; HP:0009725; HP:0012114; HP:0025031; HP:0030692; HP:0040274; HP:0040275,11809679; 26318770,,Skin; Cancer,,2016-11-29 13:19:30+00:00,
G2P01841,MSH6,600678,7329,GTBP; MSH-6,MSH6-related constitutional mismatch repair deficiency syndrome,619097,MONDO:0030841,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0001909; HP:0002665; HP:0004377; HP:0005584; HP:0009725; HP:0012114; HP:0030692; HP:0040274; HP:0040275,26318770,,Cancer,,2016-11-29 13:19:30+00:00,
G2P01842,POLE,174762,9177,POLE1,POLE-related polymerase proofreading-associated polyposis,,,monoallelic_autosomal,,strong,uncertain,,undetermined,inferred,,,HP:0004783; HP:0005227; HP:0030692; HP:0040275,25860647,,Cancer,,2016-11-29 13:19:30+00:00,
G2P01843,POLD1,174761,9175,CDC2; POLD,POLD1-related polymerase proofreading-associated polyposis,,,monoallelic_autosomal,,strong,uncertain,,undetermined,inferred,,,HP:0005227; HP:0012114; HP:0030692; HP:0040275,25860647,,Cancer,,2016-11-29 13:19:30+00:00,
